ticker,name,buy_date,sell_date,hold_days,quantity,buy_price,sell_price,net_pnl,gross_return,buy_conclusion_label,buy_watching_action,buy_holding_action,buy_structure_score,buy_trigger_score,buy_trigger_state,buy_opportunity_type,buy_risk_score,buy_p_continue_10d,buy_p_fail_5d,buy_p_acceptance_1d,buy_p_fail_fast_3d,buy_breakout_quality,buy_volume_state,buy_volume_pattern,buy_position_state,buy_trend_truth_score,buy_readiness_score,buy_relative_strength_label,buy_rank_score,buy_target_weight,sell_conclusion_label,sell_watching_action,sell_holding_action,sell_structure_score,sell_trigger_score,sell_trigger_state,sell_opportunity_type,sell_risk_score,sell_p_continue_10d,sell_p_fail_5d,sell_p_acceptance_1d,sell_p_fail_fast_3d,sell_breakout_quality,sell_volume_state,sell_volume_pattern,sell_position_state,sell_trend_truth_score,sell_readiness_score,sell_relative_strength_label,sell_rank_score,sell_target_weight,is_loss,buy_full_positive,buy_strong_positive,sell_still_positive,sell_became_defensive,new_trigger_filter,mismatch_type
002459.SZ,晶澳科技,2025-09-05,2025-09-10,5,200,14.06,13.23,-132.0,-0.059,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,63,0.0278,0.8465,0.8483,0.8811,valid,expand,gentle_expand,high_zone,84.7143024919713,75.16242672416223,显著强于基准,-13.086,0.0,defense_first,stand_aside,exit_on_invalidation,100,91,watch,reject,70,0.3078,0.2105,0.0981,0.131,invalid,contract,neutral,rising,78.11761544161637,60.106795687360346,显著强于基准,47.97,0.0,True,False,False,False,True,True,other
002459.SZ,晶澳科技,2025-09-09,2025-09-10,1,100,13.55,13.23,-66.0,-0.0236,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,96,watch,observe,60,0.1357,0.1297,0.0805,0.1898,suspicious,contract,neutral,rising,77.10140144391195,57.78534887229572,显著强于基准,39.982,0.0,defense_first,stand_aside,exit_on_invalidation,100,91,watch,reject,70,0.3078,0.2105,0.0981,0.131,invalid,contract,neutral,rising,78.11761544161637,60.106795687360346,显著强于基准,47.97,0.0,True,False,False,False,True,True,other
603659.SH,璞泰来,2025-09-10,2025-09-11,1,100,26.46,26.58,12.0,0.0045,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,70,0.9067,0.0229,0.0232,0.0991,suspicious,neutral,neutral,rising,100.0,65.64645120057232,显著强于基准,114.724,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,69,0.2982,0.1312,0.4538,0.0675,suspicious,contract,gentle_expand,rising,100.0,69.01046671310228,显著强于基准,56.77,0.0,False,True,False,False,True,True,other
002555.SZ,三七互娱,2025-09-10,2025-09-11,1,100,22.31,22.16,-15.0,-0.0067,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,57,0.9539,0.0478,0.0542,0.0883,valid,neutral,neutral,rising,85.09907962446634,60.028395846060164,显著强于基准,133.092,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,57,0.3783,0.3158,0.0823,0.018,valid,neutral,gentle_expand,rising,95.67614338614263,69.11726576734529,显著强于基准,79.75,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
600021.SH,上海电力,2025-09-08,2025-09-11,3,100,21.99,21.95,-4.0,-0.0018,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,70,0.2037,0.7917,0.015,0.8112,valid,expand,gentle_expand,high_zone,100.0,69.06415269847753,显著强于基准,1.698,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,73,0.6779,0.5613,0.065,0.1693,valid,expand,gentle_expand,rising,100.0,72.4499750972028,显著强于基准,84.632,0.0,True,False,False,True,False,True,other
600489.SH,中金黄金,2025-09-11,2025-09-12,1,200,19.0,19.3,60.0,0.0158,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,59,0.8561,0.8681,0.8604,0.0266,valid,contract,neutral,rising,90.00238327182069,61.61106211829161,显著强于基准,125.014,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,58,0.8448,0.3287,0.2723,0.0193,valid,neutral,gentle_expand,high_zone,94.95186257005872,65.7904688013474,显著强于基准,125.322,0.0,False,False,False,False,True,True,other
601872.SH,招商轮船,2025-09-16,2025-09-17,1,400,8.79,8.89,40.0,0.0114,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,60,0.2517,0.869,0.1774,0.362,suspicious,neutral,neutral,rising,100.0,67.10953724659282,显著强于基准,43.45,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,60,0.2709,0.932,0.1249,0.3662,suspicious,contract,neutral,rising,100.0,64.90168594117016,显著强于基准,45.118,0.0,False,False,False,False,True,True,other
600795.SH,国电电力,2025-09-11,2025-09-19,8,700,5.19,5.04,-105.0,-0.0289,defense_first,stand_aside,exit_on_invalidation,71,58,exhausted,reject,63,0.173,0.0529,0.178,0.0141,suspicious,neutral,pullback_shrink,high_zone,56.85120524565613,43.442451959114386,略强于基准,17.304,0.0,defense_first,stand_aside,exit_on_invalidation,87,71,watch,reject,60,0.5146,0.0853,0.8797,0.0329,invalid,contract,pullback_shrink,rising,63.864074792091515,51.4229819910317,与基准大体同步,67.686,0.0,True,False,False,False,True,True,other
600699.SH,均胜电子,2025-09-19,2025-09-22,3,100,37.07,36.65,-42.0,-0.0113,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.2508,0.9508,0.0663,0.8212,valid,expand,neutral,rising,100.0,76.54859853421284,显著强于基准,9.808,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.2184,0.9364,0.1984,0.7708,valid,expand,neutral,rising,100.0,71.79747192693651,显著强于基准,9.592,0.0,True,False,False,False,True,True,other
002202.SZ,金风科技,2025-09-22,2025-09-23,1,200,13.55,13.15,-80.0,-0.0295,defense_first,stand_aside,exit_on_invalidation,100,93,watch,observe,62,0.1578,0.4724,0.1042,0.5251,suspicious,contract,neutral,rising,76.49679257750121,58.73138683029512,显著强于基准,18.424,0.0,defense_first,stand_aside,exit_on_invalidation,100,78,watch,reject,67,0.266,0.0964,0.154,0.2919,invalid,contract,neutral,rising,79.2300790860808,58.68222208283329,显著强于基准,29.986,0.0,True,False,False,False,True,True,other
603298.SH,杭叉集团,2025-09-22,2025-09-24,2,100,28.8,29.56,76.0,0.0264,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,61,0.1427,0.864,0.1756,0.8878,suspicious,contract,neutral,high_zone,86.39460123023684,61.8807848934559,显著强于基准,0.002,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,65,0.743,0.4042,0.4932,0.0959,valid,neutral,gentle_expand,high_zone,88.77449632136437,65.59178646589773,略强于基准,103.546,0.0,False,False,False,True,False,True,other
601717.SH,中创智领,2025-09-25,2025-09-26,1,100,25.85,24.88,-97.0,-0.0375,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,63,0.8601,0.6851,0.3868,0.2329,suspicious,expand,neutral,rising,83.09582700340393,64.13983799375282,显著强于基准,109.036,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,98,83,watch,observe,64,0.922,0.1343,0.556,0.0914,suspicious,neutral,neutral,rising,81.21173677108901,58.72533770588708,略强于基准,112.466,0.0,True,False,False,True,False,True,other
300207.SZ,欣旺达,2025-09-26,2025-09-29,3,100,34.06,34.46,40.0,0.0117,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,54,0.5386,0.1578,0.3937,0.2768,valid,neutral,neutral,rising,85.84533151586297,58.35314897457856,显著强于基准,83.252,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,54,0.6074,0.2315,0.2665,0.1812,valid,neutral,neutral,rising,89.95307877731676,60.60630395964764,显著强于基准,95.868,0.0,False,False,False,True,False,True,other
601598.SH,中国外运,2025-09-22,2025-09-29,7,500,7.1,6.51,-295.0,-0.0831,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,53,0.0437,0.3724,0.2292,0.511,valid,neutral,gentle_expand,high_zone,97.96505900219468,77.52376597127378,显著强于基准,20.71,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,80,88,watch,observe,65,0.6643,0.0346,0.8477,0.0464,suspicious,neutral,neutral,rising,80.36173419416976,62.65907067947033,与基准大体同步,83.046,0.0,True,False,False,True,False,True,other
002202.SZ,金风科技,2025-10-10,2025-10-13,3,200,15.86,16.98,224.0,0.0706,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,59,0.1298,0.7644,0.0515,0.8605,valid,neutral,neutral,rising,89.77943901062204,64.68162174924666,显著强于基准,2.35,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,61,0.0327,0.9137,0.4454,0.8491,valid,neutral,gentle_expand,high_zone,100.0,79.05927966803499,显著强于基准,-8.676,0.0,False,False,False,False,True,True,other
000426.SZ,兴业银锡,2025-10-10,2025-10-13,3,100,36.1,37.5,140.0,0.0388,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,67,0.2145,0.2851,0.047,0.7786,suspicious,expand,gentle_expand,rising,100.0,67.70731540468431,显著强于基准,7.734,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,67,0.1008,0.9404,0.035,0.8251,valid,expand,gentle_expand,rising,100.0,75.35089502710522,显著强于基准,-6.426,0.0,False,False,False,False,True,True,other
603156.SH,养元饮品,2025-10-13,2025-10-14,1,100,31.91,30.28,-163.0,-0.0511,defense_first,stand_aside,exit_on_invalidation,100,100,watch,reject,82,0.453,0.8889,0.1343,0.9238,invalid,neutral,neutral,rising,100.0,73.36764728865523,显著强于基准,7.872,0.0,defense_first,stand_aside,exit_on_invalidation,100,90,watch,reject,83,0.8315,0.2662,0.1753,0.7935,invalid,neutral,neutral,rising,100.0,70.21164260792197,略强于基准,47.04,0.0,True,False,False,False,True,True,other
600021.SH,上海电力,2025-10-13,2025-10-14,1,100,24.03,22.19,-184.0,-0.0766,defense_first,stand_aside,exit_on_invalidation,100,76,watch,reject,76,0.8828,0.3821,0.1353,0.6735,invalid,neutral,neutral,transition,79.83622234240161,58.818750984873006,显著强于基准,58.67,0.0,defense_first,stand_aside,exit_on_invalidation,66,74,watch,first_buy,79,0.6296,0.0417,0.4801,0.6675,invalid,neutral,neutral,rising,86.99296431351226,59.50489924469932,略弱于基准,14.31,0.0,True,False,False,False,True,True,other
002202.SZ,金风科技,2025-10-14,2025-10-15,1,200,16.48,16.67,38.0,0.0115,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.1261,0.3775,0.3556,0.8212,suspicious,expand,neutral,rising,100.0,66.91662063406393,显著强于基准,1.338,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,60,0.0602,0.8694,0.2274,0.8295,suspicious,neutral,gentle_expand,rising,100.0,69.3144527457294,显著强于基准,-3.75,0.0,False,False,False,False,True,True,other
600489.SH,中金黄金,2025-10-13,2025-10-15,2,100,25.75,25.33,-42.0,-0.0163,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.7801,0.5905,0.3971,0.3489,valid,expand,gentle_expand,high_zone,100.0,71.50385833344174,显著强于基准,95.076,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,62,0.6136,0.883,0.1279,0.8734,suspicious,neutral,neutral,rising,100.0,68.68047177033156,显著强于基准,46.956,0.0,True,False,False,False,True,True,other
601615.SH,明阳智能,2025-10-14,2025-10-15,1,200,16.56,16.57,2.0,0.0006,defense_first,stand_aside,exit_on_invalidation,100,99,watch,observe,70,0.2274,0.4527,0.5785,0.7636,suspicious,neutral,neutral,rising,100.0,69.04940034344646,显著强于基准,6.374,0.0,defense_first,stand_aside,exit_on_invalidation,100,85,watch,reject,75,0.7373,0.2184,0.0994,0.5872,invalid,contract,neutral,rising,100.0,67.46418514823617,显著强于基准,55.248,0.0,False,False,False,False,True,True,other
601699.SH,潞安环能,2025-10-17,2025-10-20,3,200,15.45,16.2,150.0,0.0485,defense_first,stand_aside,exit_on_invalidation,91,79,watch,reject,66,0.8391,0.1696,0.0721,0.4944,invalid,neutral,neutral,rising,65.59366262343167,52.19328333221124,显著强于基准,72.646,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,58,0.1499,0.806,0.0056,0.8725,valid,neutral,gentle_expand,high_zone,86.31080223136775,73.06302797611696,显著强于基准,4.64,0.0,False,False,False,False,True,True,other
000933.SZ,神火股份,2025-10-16,2025-10-20,4,100,22.41,22.8,39.0,0.0174,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,93,watch,observe,62,0.342,0.394,0.1278,0.339,suspicious,contract,neutral,high_zone,75.94384972943524,56.50806518133056,显著强于基准,48.01,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,62,0.2792,0.4341,0.143,0.2651,suspicious,neutral,gentle_expand,rising,82.37991743508051,62.78197735090076,显著强于基准,50.014,0.0,False,True,False,False,False,True,other
600515.SH,海南机场,2025-10-22,2025-10-23,1,800,4.63,4.53,-80.0,-0.0216,defense_first,stand_aside,exit_on_invalidation,100,88,watch,reject,68,0.3558,0.06,0.2161,0.2116,invalid,contract,neutral,rising,78.27611180916965,60.489675470087455,显著强于基准,48.284,0.0,defense_first,stand_aside,exit_on_invalidation,100,86,watch,reject,67,0.3969,0.0937,0.269,0.0763,invalid,contract,neutral,rising,80.57110396817703,60.31447022131398,显著强于基准,60.412,0.0,True,False,False,False,True,True,other
600871.SH,石化油服,2025-10-23,2025-10-24,1,1500,2.49,2.41,-120.0,-0.0321,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,73,0.2841,0.7268,0.0406,0.6888,suspicious,expand,neutral,rising,72.05021873860728,69.82283080629009,显著强于基准,14.082,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,74,0.8583,0.3601,0.2073,0.1082,suspicious,neutral,impulsive_spike,rising,71.58870625575125,63.90282696996497,显著强于基准,105.338,0.0,True,False,False,True,False,True,other
601608.SH,中信重工,2025-10-23,2025-10-24,1,500,7.23,6.86,-185.0,-0.0512,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,79,0.0423,0.798,0.1123,0.9673,suspicious,expand,neutral,rising,100.0,81.85729403742197,显著强于基准,-32.808,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,80,0.0502,0.2643,0.2021,0.8412,suspicious,expand,neutral,rising,100.0,77.03485820128243,显著强于基准,-25.452,0.0,True,False,False,False,True,True,other
000027.SZ,深圳能源,2025-10-24,2025-10-27,3,500,7.24,7.24,0.0,0.0,defense_first,stand_aside,exit_on_invalidation,94,100,watch,observe,66,0.136,0.3508,0.4923,0.2957,suspicious,expand,neutral,rising,60.60069628097536,64.07190595604848,显著强于基准,27.158,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,90,95,watch,observe,66,0.6147,0.0331,0.6138,0.2357,suspicious,neutral,neutral,rising,63.52482760863789,58.109421874331055,略强于基准,74.078,0.0,False,False,False,True,False,True,other
600629.SH,华建集团,2025-10-22,2025-10-28,6,100,36.89,24.17,-1272.0,-0.3448,defense_first,stand_aside,exit_on_invalidation,100,79,watch,observe,69,0.5279,0.2616,0.653,0.1926,suspicious,contract,pullback_shrink,rising,100.0,59.62749940979129,显著强于基准,60.684,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,87,99,watch,observe,95,0.9264,0.4398,0.7477,0.1189,valid,expand,neutral,transition,52.674411122078205,53.985878441362786,与基准大体同步,84.106,0.0,True,False,False,True,False,True,other
601898.SH,中煤能源,2025-10-17,2025-10-29,12,200,13.33,13.8,127.2,0.0353,defense_first,stand_aside,exit_on_invalidation,100,71,watch,reject,72,0.2337,0.0235,0.3184,0.1273,suspicious,expand,distribution,high_zone,48.54039324397485,38.26841649549765,显著强于基准,27.782,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,56,0.8567,0.1181,0.9236,0.0344,valid,neutral,neutral,high_zone,69.3679725462803,56.966047692615966,略强于基准,127.606,0.0,False,False,False,True,False,True,other
002532.SZ,天山铝业,2025-10-24,2025-10-29,5,200,13.28,13.77,98.0,0.0369,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,59,0.6755,0.2493,0.1374,0.3806,valid,expand,gentle_expand,high_zone,77.47303493992571,63.393743871540224,显著强于基准,85.714,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,62,0.0853,0.7572,0.3552,0.441,valid,neutral,gentle_expand,high_zone,95.89115423880138,76.08113930309936,显著强于基准,20.07,0.0,False,True,False,False,True,True,other
000807.SZ,云铝股份,2025-10-27,2025-10-29,2,100,23.19,23.51,64.0,0.0138,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,59,0.2345,0.1678,0.205,0.1078,valid,expand,gentle_expand,high_zone,81.89659023639767,66.4959380897478,显著强于基准,57.982,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,63,0.1335,0.7103,0.3461,0.2761,valid,neutral,gentle_expand,high_zone,90.02800381734676,73.93853513336519,显著强于基准,33.784,0.0,False,False,False,False,True,True,other
600549.SH,厦门钨业,2025-10-29,2025-10-31,2,100,37.55,35.56,-199.0,-0.053,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,68,0.4987,0.5518,0.0759,0.4246,suspicious,neutral,gentle_expand,high_zone,92.1148834380465,76.24264353815416,显著强于基准,56.394,0.0,defense_first,stand_aside,exit_on_invalidation,100,92,watch,reject,72,0.551,0.1209,0.1668,0.899,invalid,contract,neutral,rising,91.79692373423823,62.08723814990023,显著强于基准,24.76,0.0,True,False,False,False,True,True,other
601600.SH,中国铝业,2025-10-30,2025-11-03,4,300,10.31,10.14,-51.0,-0.0165,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,57,0.1799,0.6266,0.0489,0.8441,valid,neutral,gentle_expand,high_zone,87.17737793746839,66.37601203489864,显著强于基准,10.344,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,57,0.1025,0.9085,0.108,0.6204,valid,neutral,neutral,rising,81.53261010070815,62.41139099851727,显著强于基准,16.026,0.0,True,False,False,False,True,True,other
601611.SH,中国核建,2025-10-31,2025-11-03,3,200,13.3,13.28,-4.0,-0.0015,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,68,0.7685,0.5755,0.1821,0.8128,suspicious,neutral,neutral,rising,100.0,66.93831115454202,略强于基准,60.082,0.0,defense_first,stand_aside,exit_on_invalidation,92,76,watch,reject,79,0.8438,0.2822,0.5042,0.7141,invalid,contract,neutral,rising,100.0,62.84083275188549,与基准大体同步,45.734,0.0,True,False,False,False,True,True,other
600885.SH,宏发股份,2025-11-03,2025-11-05,2,100,30.89,33.51,262.0,0.0848,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,56,0.308,0.5595,0.0228,0.6398,valid,expand,gentle_expand,high_zone,78.23331300395327,58.27126438921228,显著强于基准,36.412,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,65,0.2681,0.7496,0.302,0.3755,valid,expand,gentle_expand,high_zone,97.36609413451816,77.64826473687542,显著强于基准,39.28,0.0,False,False,False,False,True,True,other
000338.SZ,潍柴动力,2025-11-10,2025-11-12,2,200,18.32,17.85,-94.0,-0.0257,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,67,0.2434,0.3876,0.2543,0.6725,suspicious,neutral,gentle_expand,high_zone,100.0,72.31017155184495,显著强于基准,16.99,0.0,defense_first,stand_aside,exit_on_invalidation,100,97,watch,reject,68,0.3923,0.2106,0.4317,0.4899,invalid,contract,neutral,rising,100.0,68.34195361050521,显著强于基准,40.186,0.0,True,False,False,False,True,True,other
601225.SH,陕西煤业,2025-10-17,2025-11-13,27,100,22.5,24.1,160.0,0.0711,defense_first,stand_aside,exit_on_invalidation,100,59,exhausted,reject,59,0.1911,0.0857,0.1304,0.4923,suspicious,neutral,neutral,high_zone,50.02562247056184,42.131518868943616,显著强于基准,8.022,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,97,84,watch,observe,64,0.7551,0.0416,0.5893,0.0427,suspicious,neutral,neutral,rising,60.9386161923902,54.39621762392744,与基准大体同步,98.798,0.0,False,False,False,True,False,True,other
002129.SZ,TCL中环,2025-11-12,2025-11-13,1,300,10.38,10.53,45.0,0.0145,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,99,96,watch,observe,64,0.3925,0.0953,0.3058,0.0419,suspicious,neutral,neutral,rising,77.0056497332076,61.7499965381416,略强于基准,70.086,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,56,0.4148,0.1722,0.8601,0.0547,valid,contract,gentle_expand,rising,86.02021286877238,62.048698007798876,显著强于基准,82.198,0.0,False,False,False,False,True,True,other
600039.SH,四川路桥,2025-11-03,2025-11-14,11,300,9.72,9.43,-87.0,-0.0298,defense_first,stand_aside,exit_on_invalidation,100,100,confirmed,trend_follow,58,0.4897,0.3366,0.3544,0.2096,valid,expand,gentle_expand,high_zone,83.7259195893926,71.0918047043022,显著强于基准,78.394,0.0,defense_first,stand_aside,exit_on_invalidation,99,66,watch,reject,62,0.5681,0.0149,0.8913,0.06,invalid,contract,neutral,rising,59.92648325937211,49.063263960540596,与基准大体同步,72.06,0.0,True,False,False,False,True,False,other
601233.SH,桐昆股份,2025-11-13,2025-11-17,4,200,16.0,15.92,-16.0,-0.005,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.3532,0.0115,0.7798,0.0508,suspicious,contract,gentle_expand,high_zone,82.27742792208517,62.50811776218242,显著强于基准,66.272,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,94,98,watch,observe,66,0.748,0.0136,0.6935,0.0331,suspicious,neutral,gentle_expand,rising,78.21919034294274,60.133184606886175,显著强于基准,103.014,0.0,True,False,False,False,False,True,other
601600.SH,中国铝业,2025-11-13,2025-11-17,4,300,12.14,11.15,-297.0,-0.0815,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,74,0.0342,0.9116,0.1641,0.8802,suspicious,neutral,gentle_expand,high_zone,100.0,76.88409574206952,显著强于基准,-23.392,0.0,defense_first,stand_aside,exit_on_invalidation,86,91,watch,reject,76,0.6237,0.0758,0.517,0.231,invalid,neutral,neutral,rising,87.58043254969454,62.53741417516838,略强于基准,61.26,0.0,True,False,False,False,True,True,other
600219.SH,南山铝业,2025-11-13,2025-11-17,4,700,5.35,5.11,-168.0,-0.0449,defense_first,stand_aside,exit_on_invalidation,99,67,watch,reject,72,0.7235,0.3592,0.3131,0.1315,suspicious,neutral,gentle_expand,high_zone,81.90868363531261,54.739740002978735,显著强于基准,73.86,0.0,defense_first,stand_aside,exit_on_invalidation,82,75,watch,reject,72,0.5057,0.0686,0.66,0.0758,invalid,contract,neutral,rising,81.01765239704011,56.34252758894008,略强于基准,52.172,0.0,True,False,False,False,True,True,other
002064.SZ,华峰化学,2025-12-22,2025-12-24,2,300,10.54,10.55,3.0,0.0009,defense_first,stand_aside,exit_on_invalidation,100,67,watch,reject,62,0.7187,0.0707,0.0317,0.3781,suspicious,neutral,gentle_expand,high_zone,63.88146093794866,48.87217316288818,显著强于基准,69.034,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,62,0.7972,0.517,0.2366,0.3692,suspicious,contract,gentle_expand,high_zone,80.77720403675299,63.609775009459746,显著强于基准,95.568,0.0,False,False,False,True,False,True,other
000657.SZ,中钨高新,2025-12-23,2025-12-24,1,100,31.0,29.32,-168.0,-0.0542,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,68,0.1452,0.6027,0.887,0.1744,valid,neutral,gentle_expand,rising,100.0,71.0082159364401,显著强于基准,36.056,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,70,0.7414,0.3478,0.3512,0.2385,valid,neutral,neutral,rising,95.12688716739119,67.56773397131568,略强于基准,89.83,0.0,True,False,False,True,False,True,other
600711.SH,盛屯矿业,2025-12-24,2025-12-25,1,200,14.54,14.25,-58.0,-0.0199,defense_first,stand_aside,exit_on_invalidation,100,98,watch,observe,69,0.544,0.1781,0.1036,0.5516,suspicious,expand,pullback_shrink,rising,75.29137025930201,58.045443735092135,显著强于基准,51.204,0.0,defense_first,stand_aside,exit_on_invalidation,99,82,watch,reject,68,0.456,0.239,0.1753,0.6626,invalid,contract,neutral,rising,69.1230955124521,53.99190565038674,显著强于基准,27.494,0.0,True,False,False,False,True,True,other
600487.SH,亨通光电,2025-12-23,2025-12-26,3,100,26.17,25.38,-79.0,-0.0302,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,72,0.7659,0.4753,0.5454,0.1149,suspicious,neutral,impulsive_spike,high_zone,85.08258343359384,69.34816527322509,显著强于基准,97.696,0.0,defense_first,stand_aside,exit_on_invalidation,100,94,watch,reject,75,0.9467,0.1104,0.6508,0.0555,invalid,contract,neutral,rising,100.0,66.75588370373694,显著强于基准,113.04,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
002202.SZ,金风科技,2025-12-30,2025-12-31,1,100,19.63,20.29,66.0,0.0336,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,77,0.0668,0.286,0.0673,0.7954,suspicious,expand,neutral,rising,97.57151187274175,75.32397952546856,显著强于基准,-18.044,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,reject,77,0.1136,0.5362,0.2399,0.8141,invalid,neutral,gentle_expand,rising,100.0,72.74380354031368,显著强于基准,-14.486,0.0,False,False,False,False,True,True,other
002465.SZ,海格通信,2025-12-30,2025-12-31,1,200,15.13,15.75,124.0,0.041,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,59,0.2366,0.7517,0.3486,0.6329,valid,expand,impulsive_spike,rising,64.34779012429682,59.52610043553167,显著强于基准,26.686,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,59,0.1186,0.64,0.1652,0.845,valid,expand,gentle_expand,high_zone,86.55407640163517,69.50442656291322,显著强于基准,2.16,0.0,False,False,False,False,True,True,other
000959.SZ,首钢股份,2025-12-25,2026-01-06,12,700,4.9,4.91,7.0,0.002,defense_first,stand_aside,exit_on_invalidation,100,96,watch,observe,65,0.7247,0.0225,0.6563,0.1091,suspicious,contract,neutral,high_zone,75.7723597339333,58.34636086791251,显著强于基准,98.724,0.0,defense_first,stand_aside,exit_on_invalidation,100,83,watch,reject,59,0.8139,0.0092,0.6406,0.0133,valid,neutral,high_level_stall,high_zone,44.224903133136266,37.96814925115406,与基准大体同步,112.242,0.0,False,False,False,False,True,True,other
000703.SZ,恒逸石化,2025-12-26,2026-01-06,11,300,9.95,10.7,225.0,0.0754,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,64,0.4465,0.6441,0.036,0.7465,suspicious,contract,neutral,high_zone,85.57791571197654,63.94655960732059,显著强于基准,35.86,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,97,watch,observe,64,0.7315,0.3642,0.1506,0.3883,suspicious,neutral,gentle_expand,rising,100.0,66.97054952299936,显著强于基准,84.202,0.0,False,False,False,True,False,True,other
