排名,股票代码,股票名称,行业,市场板块,收盘价,结论标签,动作标签,趋势阶段,执行分,仓位,机会类型,入场分区,入场概率,次日承接,快速失败,Early分,Mid分,Late分,市场分,板块分,基本面分,结构分,10日延续概率,突破成功率,10日预期收益,风险分,模型风险
14,603929.SH,亚翔集成,装修装饰,主板,198.99,confirmation_needed,watch,mid,26.80,10%,observe,ready,81.00%,68.87%,16.15%,19.4,83.2,27.2,0.0,69.4,54.6,100,79.41%,80.00%,6.61%,58,0.55
15,300661.SZ,圣邦股份,半导体,创业板,79.74,defense_first,watch,mid,26.78,10%,observe,ready,85.20%,75.68%,10.65%,64.2,76.2,16.0,0.0,58.1,54.6,85,39.94%,59.67%,2.71%,65,0.65
16,002290.SZ,禾盛新材,家用电器,主板,66.75,defense_first,stand_aside,transition,26.60,0%,trend_follow,ready,86.00%,71.15%,11.51%,23.7,51.5,19.8,47.4,39.0,48.9,70,41.79%,53.79%,2.38%,70,0.78
17,300553.SZ,集智股份,电器仪表,创业板,41.81,confirmation_needed,watch,early,26.29,10%,trend_follow,ready,80.20%,77.64%,9.01%,70.7,63.3,27.7,0.0,44.7,54.6,78,61.28%,74.67%,5.24%,59,0.58
18,600176.SH,中国巨石,玻璃,主板,28.00,confirmation_needed,watch,early,26.28,10%,observe,candidate,69.00%,75.29%,10.07%,78.7,71.0,16.2,47.4,45.4,54.6,100,56.63%,66.72%,4.38%,60,0.64
19,002371.SZ,北方华创,半导体,主板,472.84,confirmation_needed,watch,transition,25.58,10%,observe,candidate,68.90%,76.83%,13.33%,51.4,53.3,17.4,47.4,58.1,54.6,91,58.82%,55.25%,4.04%,62,0.63
20,001256.SZ,炜冈科技,轻工机械,主板,24.00,confirmation_needed,watch,mid,25.46,10%,observe,ready,86.00%,70.13%,17.91%,54.2,78.0,17.7,0.0,42.7,54.6,98,73.99%,76.00%,6.02%,62,0.68
21,000719.SZ,中原传媒,出版业,主板,13.71,confirmation_needed,watch,mid,25.40,10%,observe,ready,86.00%,68.09%,15.75%,63.6,76.7,15.9,0.0,44.4,54.6,93,61.21%,54.53%,3.85%,55,0.73
22,300235.SZ,方直科技,软件服务,创业板,13.60,confirmation_needed,watch,transition,25.20,10%,observe,ready,81.20%,75.23%,10.03%,54.8,52.0,18.4,0.0,38.1,54.6,65,55.08%,73.33%,4.58%,60,0.60
23,300831.SZ,派瑞股份,半导体,创业板,17.14,confirmation_needed,watch,transition,25.16,10%,first_buy,ready,81.20%,64.94%,19.89%,35.0,46.0,19.1,47.4,58.1,48.9,41,76.79%,76.54%,6.07%,61,0.53
24,301205.SZ,联特科技,通信设备,创业板,248.39,confirmation_needed,stand_aside,mid,24.93,0%,observe,ready,86.00%,64.11%,20.59%,53.7,77.4,19.7,47.4,67.4,54.6,100,54.77%,61.50%,3.52%,67,0.72
25,688368.SH,晶丰明源,半导体,科创板,138.64,confirmation_needed,watch,mid,24.85,10%,observe,ready,85.80%,67.00%,19.92%,64.4,77.2,20.4,0.0,58.1,54.6,91,58.84%,68.32%,4.30%,56,0.64
26,688678.SH,福立旺,元器件,科创板,26.75,confirmation_needed,stand_aside,mid,24.84,0%,observe,ready,81.20%,63.47%,20.68%,35.2,91.6,31.9,47.4,56.8,54.6,88,52.93%,57.22%,3.13%,65,0.69
27,603803.SH,瑞斯康达,通信设备,主板,14.34,confirmation_needed,stand_aside,mid,24.77,0%,observe,ready,80.30%,63.66%,21.09%,49.2,84.3,28.3,47.4,67.4,54.6,100,63.04%,67.23%,4.45%,71,0.77
28,300903.SZ,科翔股份,元器件,创业板,34.32,confirmation_needed,stand_aside,transition,24.75,0%,first_buy,ready,81.20%,63.80%,21.69%,40.3,64.1,27.1,47.4,56.8,48.9,54,74.83%,68.41%,5.46%,75,0.73
29,002408.SZ,齐翔腾达,化工原料,主板,6.90,defense_first,stand_aside,mid,24.64,0%,trend_follow,ready,85.60%,71.69%,12.50%,61.3,66.9,25.0,0.0,46.3,54.6,94,48.54%,57.33%,3.12%,77,0.81
30,300042.SZ,朗科科技,IT设备,创业板,48.10,confirmation_needed,watch,mid,24.48,10%,observe,ready,86.00%,69.69%,17.85%,52.4,76.9,25.8,0.0,40.9,54.6,100,75.59%,76.33%,6.15%,62,0.67
31,600071.SH,凤凰光学,元器件,主板,21.00,confirmation_needed,watch,transition,24.47,10%,trend_follow,ready,80.80%,78.04%,9.61%,44.9,42.9,30.0,0.0,56.8,54.6,80,60.98%,77.33%,5.37%,65,0.55
32,300504.SZ,天邑股份,通信设备,创业板,16.17,momentum_but_heavy_overhead,stand_aside,transition,24.47,0%,first_buy,candidate,64.20%,65.51%,15.73%,49.9,78.6,27.0,0.0,67.4,48.9,38,47.34%,51.97%,2.51%,62,0.82
33,600741.SH,华域汽车,汽车配件,主板,20.56,confirmation_needed,watch,early,24.39,10%,observe,candidate,68.60%,79.43%,7.31%,64.9,54.4,16.3,0.0,43.4,54.6,84,60.41%,68.25%,4.92%,54,0.53
34,003019.SZ,宸展光电,元器件,主板,32.00,momentum_but_heavy_overhead,watch,mid,24.28,10%,observe,candidate,59.80%,64.36%,17.54%,64.8,73.8,24.9,47.4,56.8,54.6,57,38.12%,50.03%,1.63%,59,0.68
35,603668.SH,天马科技,饲料,主板,14.07,confirmation_needed,watch,mid,24.28,10%,first_buy,ready,82.00%,67.05%,18.12%,54.1,60.3,24.6,0.0,37.6,54.6,61,60.60%,75.33%,4.80%,60,0.52
36,600345.SH,长江通信,通信设备,主板,49.42,confirmation_needed,watch,mid,24.24,10%,observe,candidate,67.50%,76.14%,9.24%,61.0,67.4,19.8,47.4,67.4,54.6,100,53.33%,60.99%,3.86%,67,0.63
37,002956.SZ,西麦食品,食品,主板,29.24,confirmation_needed,watch,mid,24.18,10%,observe,candidate,68.60%,77.82%,11.47%,61.2,84.9,18.3,0.0,45.6,54.6,96,56.96%,57.53%,4.05%,53,0.60
38,605167.SH,利柏特,建筑工程,主板,17.30,confirmation_needed,watch,transition,24.13,10%,first_buy,candidate,63.20%,67.75%,16.87%,44.6,62.5,25.2,47.4,39.9,48.9,51,61.32%,39.99%,3.12%,58,0.76
39,301369.SZ,联动科技,半导体,创业板,143.99,defense_first,stand_aside,mid,24.09,0%,observe,ready,85.80%,62.70%,17.27%,29.2,72.5,19.6,47.4,58.1,54.6,86,46.00%,56.79%,2.53%,71,0.78
40,300819.SZ,聚杰微纤,纺织,创业板,44.03,confirmation_needed,stand_aside,transition,24.01,0%,first_buy,candidate,66.80%,64.72%,19.01%,42.7,56.3,19.0,47.4,37.7,48.9,39,60.76%,59.23%,3.91%,69,0.66
41,000062.SZ,深圳华强,元器件,主板,28.98,defense_first,stand_aside,mid,23.95,0%,observe,ready,85.20%,75.48%,11.11%,59.5,72.6,24.6,0.0,56.8,54.6,92,44.44%,66.23%,3.39%,71,0.65
42,301571.SZ,国科天成,元器件,创业板,69.42,confirmation_needed,stand_aside,mid,23.63,0%,observe,ready,86.00%,65.65%,21.82%,61.7,83.2,30.0,0.0,56.8,54.6,100,79.82%,69.77%,6.00%,56,0.77
43,000338.SZ,潍柴动力,汽车配件,主板,25.98,defense_first,stand_aside,transition,23.60,0%,first_buy,ready,76.30%,63.18%,19.57%,18.4,51.6,17.4,47.4,43.4,48.9,54,43.55%,55.78%,2.30%,63,0.69
44,600757.SH,长江传媒,出版业,主板,9.10,defense_first,watch,transition,23.55,10%,observe,ready,81.30%,63.24%,17.80%,20.7,53.1,17.9,47.4,44.4,48.9,56,51.95%,46.57%,2.51%,58,0.74
45,000811.SZ,冰轮环境,工程机械,主板,18.72,confirmation_needed,stand_aside,transition,23.39,0%,observe,ready,86.00%,66.37%,20.57%,41.4,51.0,25.0,47.4,39.9,48.9,70,69.21%,69.16%,5.15%,64,0.60
46,000506.SZ,招金黄金,黄金,主板,19.69,defense_first,stand_aside,transition,23.22,0%,first_buy,ready,81.20%,76.08%,9.17%,31.8,52.8,29.7,0.0,40.5,48.9,65,39.21%,45.33%,1.95%,69,0.77
47,000800.SZ,一汽解放,汽车整车,主板,6.82,confirmation_needed,watch,transition,23.14,10%,observe,ready,82.00%,65.20%,19.52%,21.4,52.6,28.1,47.4,43.2,48.9,60,57.14%,54.80%,3.42%,52,0.72
48,300976.SZ,达瑞电子,元器件,创业板,57.26,confirmation_needed,stand_aside,transition,23.09,0%,observe,ready,77.00%,62.70%,19.39%,19.5,56.0,21.1,47.4,56.8,48.9,51,54.16%,48.02%,2.74%,62,0.78
49,688603.SH,天承科技,化工原料,科创板,88.78,defense_first,stand_aside,mid,23.09,0%,observe,candidate,67.50%,75.31%,10.96%,52.4,72.3,16.1,47.4,46.3,54.6,91,43.18%,53.50%,2.64%,70,0.75
50,600007.SH,中国国贸,园区开发,主板,21.59,defense_first,watch,mid,23.07,10%,first_buy,candidate,66.00%,63.24%,18.49%,62.9,88.1,24.1,0.0,45.2,54.6,66,52.02%,57.43%,3.06%,54,0.59
51,001316.SZ,润贝航科,批发业,主板,49.65,confirmation_needed,watch,transition,22.90,10%,first_buy,candidate,67.90%,66.17%,17.78%,28.3,57.6,25.3,47.4,46.1,48.9,61,56.93%,36.92%,2.55%,57,0.76
52,603002.SH,宏昌电子,化工原料,主板,11.10,momentum_but_heavy_overhead,stand_aside,mid,22.75,0%,observe,ready,77.20%,74.79%,13.26%,54.8,72.5,21.4,0.0,46.3,54.6,75,31.56%,59.33%,1.98%,69,0.65
53,002034.SZ,旺能环境,环境保护,主板,17.93,momentum_but_heavy_overhead,watch,transition,22.75,10%,observe,ready,73.80%,66.81%,19.34%,20.0,55.1,25.2,47.4,41.4,48.9,59,44.93%,58.06%,2.67%,56,0.76
54,688662.SH,富信科技,元器件,科创板,62.45,defense_first,stand_aside,transition,22.62,0%,first_buy,ready,76.40%,62.79%,21.41%,38.3,51.7,19.5,47.4,56.8,48.9,62,49.84%,48.33%,2.42%,76,0.84
55,300938.SZ,信测标准,电器仪表,创业板,40.57,confirmation_needed,stand_aside,mid,22.43,0%,observe,ready,81.80%,69.63%,17.80%,35.0,85.6,28.7,0.0,44.7,54.6,87,61.81%,50.40%,3.75%,59,0.76
56,002536.SZ,飞龙股份,汽车配件,主板,33.56,confirmation_needed,stand_aside,transition,22.42,0%,observe,ready,86.00%,69.71%,14.63%,42.6,57.5,23.9,0.0,43.4,48.9,87,79.74%,75.33%,6.43%,66,0.64
57,300461.SZ,田中精机,专用机械,创业板,74.55,confirmation_needed,stand_aside,mid,22.29,0%,observe,ready,86.00%,67.86%,20.43%,36.2,65.0,30.2,0.0,53.1,54.6,100,68.43%,58.28%,4.60%,69,0.78
58,688120.SH,华海清科,半导体,科创板,182.14,confirmation_needed,stand_aside,mid,22.25,0%,observe,ready,81.00%,61.59%,22.53%,46.2,71.1,31.9,47.4,58.1,54.6,92,57.66%,53.66%,3.26%,66,0.75
59,605222.SH,起帆电缆,电气设备,主板,23.40,confirmation_needed,stand_aside,mid,22.21,0%,observe,ready,86.00%,66.28%,20.85%,63.0,73.1,24.5,0.0,38.2,54.6,100,61.26%,58.89%,4.00%,61,0.71
60,002169.SZ,智光电气,电气设备,主板,14.85,defense_first,stand_aside,transition,22.08,0%,first_buy,ready,70.60%,63.35%,17.56%,44.2,63.4,26.8,47.4,38.2,48.9,44,52.84%,30.74%,1.80%,65,0.80
61,600629.SH,华建集团,建筑工程,主板,22.18,defense_first,stand_aside,transition,22.04,0%,observe,ready,82.00%,63.37%,14.51%,21.4,55.0,19.8,47.4,39.9,48.9,61,47.86%,51.41%,2.43%,73,0.82
62,688215.SH,瑞晟智能,专用机械,科创板,78.31,confirmation_needed,stand_aside,mid,21.97,0%,observe,ready,75.20%,75.52%,10.17%,24.8,83.3,61.0,0.0,53.1,54.6,96,57.49%,64.90%,4.37%,61,0.61
63,301183.SZ,东田微,元器件,创业板,195.90,confirmation_needed,stand_aside,mid,21.94,0%,observe,ready,75.20%,75.33%,12.09%,24.7,74.8,56.0,0.0,56.8,54.6,100,62.69%,57.44%,4.40%,65,0.72
64,603737.SH,三棵树,染料涂料,主板,51.61,confirmation_needed,stand_aside,mid,21.94,0%,observe,ready,76.40%,65.48%,19.28%,45.8,83.5,29.4,0.0,45.0,54.6,79,62.41%,45.85%,3.40%,55,0.64
65,301180.SZ,万祥科技,元器件,创业板,20.54,momentum_but_heavy_overhead,stand_aside,transition,21.89,0%,observe,ready,72.80%,66.54%,23.11%,47.8,51.0,26.0,47.4,56.8,54.6,69,37.86%,54.11%,1.90%,65,0.85
66,600396.SH,华电辽能,火力发电,主板,7.14,confirmation_needed,stand_aside,mid,21.88,0%,observe,ready,80.20%,64.98%,23.91%,44.0,84.6,18.4,0.0,32.8,54.6,100,81.11%,85.67%,6.87%,63,0.65
67,300858.SZ,科拓生物,食品,创业板,18.13,confirmation_needed,stand_aside,mid,21.79,0%,observe,ready,80.80%,65.82%,17.18%,41.8,71.0,16.5,0.0,45.6,54.6,95,76.46%,70.67%,5.78%,69,0.76
68,301018.SZ,申菱环境,专用机械,创业板,104.30,defense_first,stand_aside,transition,21.78,0%,observe,ready,86.00%,64.09%,19.97%,23.2,53.9,16.4,47.4,53.1,48.9,74,51.56%,52.00%,2.79%,75,0.85
69,300037.SZ,新宙邦,化工原料,创业板,60.06,momentum_but_heavy_overhead,stand_aside,mid,21.73,0%,first_buy,candidate,59.10%,60.93%,20.95%,40.0,87.7,27.8,47.4,46.3,54.6,65,28.67%,50.28%,0.74%,69,0.74
70,301197.SZ,工大科雅,软件服务,创业板,23.75,confirmation_needed,stand_aside,mid,21.73,0%,observe,ready,71.00%,78.27%,10.50%,40.7,65.7,30.4,47.4,38.1,54.6,100,61.22%,58.50%,4.45%,66,0.73
71,688135.SH,利扬芯片,半导体,科创板,29.03,momentum_but_heavy_overhead,stand_aside,transition,21.73,0%,observe,ready,74.00%,64.91%,18.48%,23.2,53.8,22.5,47.4,58.1,48.9,40,41.04%,63.29%,2.54%,65,0.68
72,002821.SZ,凯莱英,生物制药,主板,121.25,confirmation_needed,stand_aside,mid,21.72,0%,observe,candidate,67.60%,68.15%,17.77%,36.0,88.8,34.7,0.0,51.2,54.6,100,82.48%,71.33%,6.39%,63,0.70
73,688072.SH,拓荆科技,半导体,科创板,391.85,confirmation_needed,stand_aside,mid,21.72,0%,observe,candidate,68.40%,61.29%,19.83%,59.7,93.2,24.2,47.4,58.1,54.6,100,55.14%,47.48%,2.74%,70,0.73
74,300599.SZ,雄塑科技,塑料,创业板,10.25,momentum_but_heavy_overhead,stand_aside,mid,21.67,0%,first_buy,candidate,60.10%,62.97%,15.92%,47.3,73.7,20.3,47.4,39.3,54.6,64,29.88%,61.07%,1.46%,67,0.69
75,300916.SZ,朗特智能,元器件,创业板,30.72,momentum_but_heavy_overhead,stand_aside,mid,21.67,0%,observe,candidate,59.80%,64.38%,18.53%,55.0,69.7,25.1,47.4,56.8,54.6,47,32.63%,49.28%,1.15%,61,0.65
76,603202.SH,天有为,汽车配件,主板,96.55,defense_first,stand_aside,mid,21.62,0%,first_buy,ready,76.20%,65.19%,13.30%,57.2,78.7,36.9,0.0,43.4,54.6,60,47.11%,57.67%,2.76%,56,0.69
77,603206.SH,嘉环科技,通信设备,主板,16.14,defense_first,stand_aside,transition,21.59,0%,reject,candidate,67.20%,67.11%,16.62%,31.8,71.8,24.0,0.0,67.4,48.9,52,59.05%,45.55%,3.19%,61,0.70
78,002843.SZ,泰嘉股份,钢加工,主板,25.00,defense_first,stand_aside,transition,21.57,0%,observe,ready,81.00%,67.65%,16.07%,18.1,44.6,19.8,47.4,40.0,48.9,85,50.33%,53.17%,2.89%,62,0.79
79,301307.SZ,美利信,通信设备,创业板,42.53,momentum_but_heavy_overhead,stand_aside,mid,21.57,0%,observe,ready,78.00%,68.14%,20.77%,43.0,79.6,21.0,0.0,67.4,54.6,81,34.75%,56.67%,1.84%,59,0.81
80,600152.SH,维科技术,电气设备,主板,9.85,confirmation_needed,stand_aside,transition,21.56,0%,first_buy,ready,85.20%,66.60%,20.39%,40.0,36.7,35.5,47.4,38.2,54.6,77,62.95%,54.28%,3.91%,65,0.75
81,300998.SZ,宁波方正,专用机械,创业板,24.91,defense_first,stand_aside,mid,21.54,0%,observe,ready,70.90%,75.15%,10.34%,43.2,60.1,32.1,47.4,53.1,54.6,95,51.87%,71.76%,4.24%,65,0.60
82,002463.SZ,沪电股份,元器件,主板,85.84,momentum_but_heavy_overhead,stand_aside,mid,21.47,0%,observe,ready,80.60%,61.74%,22.78%,55.2,70.5,36.7,47.4,56.8,54.6,100,47.14%,55.77%,2.53%,69,0.79
83,600487.SH,亨通光电,通信设备,主板,59.54,confirmation_needed,stand_aside,mid,21.44,0%,observe,candidate,68.60%,66.95%,20.72%,35.1,84.0,28.2,0.0,67.4,54.6,100,58.24%,61.65%,3.92%,61,0.70
84,301055.SZ,张小泉,家居用品,创业板,23.12,confirmation_needed,stand_aside,mid,21.41,0%,observe,candidate,66.80%,75.56%,10.61%,63.4,68.6,18.4,0.0,36.0,54.6,99,56.91%,71.69%,4.66%,63,0.60
85,300604.SZ,长川科技,半导体,创业板,134.20,defense_first,stand_aside,mid,21.30,0%,observe,candidate,68.60%,63.86%,19.45%,51.2,74.8,16.6,47.4,58.1,54.6,80,43.29%,55.71%,2.30%,67,0.66
86,300095.SZ,华伍股份,专用机械,创业板,9.62,defense_first,stand_aside,transition,21.27,0%,reject,candidate,63.20%,65.56%,15.48%,51.1,74.4,26.7,0.0,53.1,48.9,7,44.39%,42.25%,1.79%,60,0.64
87,600769.SH,祥龙电业,水务,主板,14.80,defense_first,stand_aside,transition,21.27,0%,observe,ready,86.00%,60.31%,20.13%,33.3,57.9,21.9,47.4,37.3,48.9,80,41.82%,59.35%,2.23%,75,0.78
88,002384.SZ,东山精密,元器件,主板,131.90,defense_first,stand_aside,mid,21.21,0%,observe,ready,76.00%,75.62%,9.54%,23.1,70.9,58.9,0.0,56.8,54.6,100,44.55%,63.03%,3.24%,71,0.67
89,688019.SH,安集科技,半导体,科创板,268.72,confirmation_needed,stand_aside,mid,21.15,0%,observe,ready,86.00%,63.97%,21.16%,54.3,76.9,30.2,0.0,58.1,54.6,100,72.98%,55.10%,4.65%,60,0.73
90,603324.SH,盛剑科技,环境保护,主板,25.71,momentum_but_heavy_overhead,stand_aside,early,21.13,0%,first_buy,ready,73.60%,62.02%,18.90%,64.2,56.9,18.9,0.0,41.4,54.6,52,29.59%,55.45%,1.12%,72,0.73
91,002150.SZ,正泰电源,机械基件,主板,32.78,confirmation_needed,stand_aside,transition,21.11,0%,observe,ready,81.00%,68.22%,17.39%,49.3,47.0,19.5,0.0,42.9,54.6,100,73.26%,85.33%,6.36%,59,0.59
92,688002.SH,睿创微纳,通信设备,科创板,116.01,defense_first,stand_aside,mid,21.08,0%,observe,ready,86.00%,65.28%,17.18%,52.4,72.3,24.6,0.0,67.4,54.6,98,51.65%,55.67%,3.03%,66,0.76
93,002497.SZ,雅化集团,小金属,主板,23.31,confirmation_needed,stand_aside,transition,21.07,0%,first_buy,candidate,68.40%,66.51%,18.40%,40.7,47.9,31.9,47.4,43.2,48.9,36,60.74%,45.06%,3.27%,58,0.73
94,600976.SH,健民集团,中成药,主板,33.83,confirmation_needed,stand_aside,mid,21.02,0%,observe,ready,80.80%,64.35%,21.77%,40.2,56.4,29.0,0.0,45.4,54.6,91,85.14%,71.66%,6.47%,54,0.64
95,600817.SH,宇通重工,专用机械,主板,12.26,confirmation_needed,stand_aside,mid,21.00,0%,observe,ready,80.20%,65.55%,18.35%,41.7,64.9,26.6,0.0,53.1,54.6,81,58.75%,77.33%,4.69%,56,0.59
96,605055.SH,迎丰股份,纺织,主板,10.50,confirmation_needed,stand_aside,mid,20.96,0%,observe,ready,85.80%,66.83%,20.38%,64.1,65.8,23.8,0.0,37.7,54.6,100,66.59%,61.51%,4.58%,59,0.77
97,002039.SZ,黔源电力,水力发电,主板,21.25,confirmation_needed,stand_aside,mid,20.86,0%,observe,ready,86.00%,70.22%,15.48%,45.8,72.8,20.4,0.0,34.1,54.6,100,52.76%,59.44%,3.50%,63,0.77
98,000423.SZ,东阿阿胶,中成药,主板,55.17,confirmation_needed,stand_aside,mid,20.78,0%,first_buy,candidate,63.60%,63.24%,15.37%,39.8,82.6,23.8,0.0,45.4,54.6,60,65.81%,59.74%,4.28%,71,0.62
99,688593.SH,新相微,半导体,科创板,32.03,momentum_but_heavy_overhead,stand_aside,transition,20.75,0%,first_buy,ready,73.50%,66.36%,21.56%,40.8,55.8,49.0,47.4,58.1,48.9,50,44.04%,46.58%,2.01%,75,0.80
100,300635.SZ,中达安,建筑工程,创业板,14.04,confirmation_needed,stand_aside,transition,20.74,0%,observe,ready,86.00%,67.34%,17.69%,44.1,45.9,21.8,0.0,39.9,54.6,72,59.92%,54.00%,3.69%,55,0.73
101,688308.SH,欧科亿,机械基件,科创板,98.59,confirmation_needed,stand_aside,mid,20.74,0%,observe,ready,81.00%,60.28%,22.20%,39.1,68.5,23.4,47.4,42.9,54.6,100,58.16%,70.93%,4.11%,79,0.80
102,301389.SZ,隆扬电子,元器件,创业板,54.40,defense_first,stand_aside,mid,20.73,0%,first_buy,candidate,58.90%,60.37%,21.02%,57.0,86.9,27.7,47.4,56.8,54.6,66,34.07%,52.70%,1.28%,74,0.75
103,300913.SZ,兆龙互连,通信设备,创业板,53.09,confirmation_needed,stand_aside,transition,20.72,0%,observe,candidate,67.60%,67.38%,17.85%,27.6,61.8,27.5,47.4,67.4,48.9,62,52.41%,54.58%,3.12%,56,0.62
104,301265.SZ,华新环保,环境保护,创业板,22.02,defense_first,stand_aside,transition,20.70,0%,observe,ready,82.00%,60.18%,20.75%,36.2,54.9,24.1,47.4,41.4,48.9,66,46.04%,56.34%,2.41%,74,0.80
105,002438.SZ,江苏神通,机械基件,主板,17.23,defense_first,stand_aside,transition,20.66,0%,first_buy,candidate,58.80%,61.31%,16.03%,44.2,56.4,26.8,47.4,42.9,48.9,35,40.27%,33.32%,0.84%,68,0.84
106,920438.BJ,戈碧迦,元器件,北交所,40.85,confirmation_needed,stand_aside,transition,20.60,0%,observe,ready,81.70%,65.18%,17.78%,20.1,49.7,26.3,47.4,56.8,48.9,60,54.49%,56.85%,3.31%,69,0.69
107,301086.SZ,鸿富瀚,元器件,创业板,143.75,confirmation_needed,stand_aside,mid,20.59,0%,observe,candidate,62.60%,67.04%,15.84%,57.2,72.3,19.2,0.0,56.8,54.6,100,64.75%,58.51%,4.29%,59,0.63
108,600331.SH,宏达股份,农药化肥,主板,16.56,momentum_but_heavy_overhead,stand_aside,transition,20.57,0%,first_buy,candidate,60.40%,67.07%,19.68%,44.7,57.7,17.9,0.0,42.8,48.9,53,32.41%,52.00%,1.38%,57,0.79
109,002558.SZ,巨人网络,互联网,主板,32.97,confirmation_needed,stand_aside,transition,20.57,0%,observe,candidate,61.80%,66.92%,16.74%,48.8,49.4,24.7,47.4,40.2,48.9,25,69.88%,61.41%,4.84%,69,0.61
110,300456.SZ,赛微电子,半导体,创业板,53.90,confirmation_needed,stand_aside,mid,20.57,0%,observe,ready,85.20%,64.69%,18.60%,60.4,65.2,23.5,0.0,58.1,54.6,96,58.40%,76.67%,4.59%,65,0.65
111,688627.SH,精智达,专用机械,科创板,267.28,confirmation_needed,stand_aside,mid,20.54,0%,observe,candidate,68.20%,62.89%,18.26%,47.2,73.8,17.7,47.4,53.1,54.6,100,53.67%,53.73%,3.00%,77,0.72
112,603226.SH,菲林格尔,家居用品,主板,39.92,momentum_but_heavy_overhead,stand_aside,mid,20.51,0%,observe,ready,80.30%,62.38%,16.25%,59.5,63.2,21.8,47.4,36.0,54.6,100,50.67%,63.23%,3.21%,70,0.69
113,300050.SZ,世纪鼎利,通信设备,创业板,7.12,defense_first,stand_aside,mid,20.49,0%,observe,ready,76.00%,77.84%,11.69%,27.2,84.0,48.4,0.0,67.4,54.6,82,47.61%,55.67%,3.21%,65,0.72
114,603886.SH,元祖股份,食品,主板,13.12,defense_first,stand_aside,early,20.48,0%,first_buy,candidate,66.00%,64.45%,16.55%,79.1,56.5,30.1,0.0,45.6,54.6,49,59.03%,73.00%,4.45%,62,0.46
115,300668.SZ,杰恩设计,装修装饰,创业板,47.93,defense_first,stand_aside,mid,20.48,0%,reject,candidate,66.00%,66.93%,21.04%,20.6,82.6,53.8,0.0,69.4,54.6,100,90.16%,73.33%,7.06%,88,0.70
