ticker,name,buy_date,sell_date,hold_days,quantity,buy_price,sell_price,net_pnl,gross_return,buy_conclusion_label,buy_watching_action,buy_holding_action,buy_structure_score,buy_risk_score,buy_p_continue_10d,buy_p_fail_5d,buy_breakout_quality,buy_volume_state,buy_relative_strength_label,buy_rank_score,buy_target_weight,sell_conclusion_label,sell_watching_action,sell_holding_action,sell_structure_score,sell_risk_score,sell_p_continue_10d,sell_p_fail_5d,sell_breakout_quality,sell_volume_state,sell_relative_strength_label,sell_rank_score,sell_target_weight,is_loss,buy_full_positive,buy_strong_positive,sell_still_positive,sell_became_defensive,mismatch_type
002558.SZ,巨人网络,2025-07-10,2025-07-15,5,100,26.44,25.8,-64.0,-0.0242,high_quality_continuation,buy_on_pullback,hold_above_support,100,68,0.8839,0.3106,suspicious,neutral,显著强于基准,120.39,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,64,0.8529,0.3213,valid,neutral,与基准大体同步,121.29,0.2,True,True,True,True,False,system_stayed_positive_but_loss
000932.SZ,华菱钢铁,2025-07-08,2025-07-16,8,800,5.21,5.09,-96.0,-0.023,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.6651,0.2494,suspicious,contract,显著强于基准,107.51,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,86,58,0.7055,0.3063,suspicious,expand,与基准大体同步,98.55,0.2,True,True,True,True,False,system_stayed_positive_but_loss
002938.SZ,鹏鼎控股,2025-07-16,2025-07-17,1,100,41.82,45.89,407.0,0.0973,high_quality_continuation,buy_on_pullback,hold_above_support,100,69,0.6222,0.2816,suspicious,neutral,显著强于基准,93.22,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,69,0.6368,0.2872,suspicious,neutral,显著强于基准,94.68,0.0,False,True,True,True,False,other
600606.SH,绿地控股,2025-07-15,2025-07-17,2,1900,2.24,1.97,-513.0,-0.1205,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.6723,0.2426,valid,expand,显著强于基准,100.23,0.0,defense_first,stand_aside,exit_on_invalidation,100,81,0.6218,0.2554,invalid,contract,显著强于基准,81.18,0.0,True,True,True,False,True,buy_looked_good_then_broke
600588.SH,用友网络,2025-07-17,2025-07-18,1,300,14.25,14.31,18.0,0.0042,defense_first,stand_aside,exit_on_invalidation,90,70,0.462,0.3179,suspicious,neutral,略强于基准,66.2,0.0,defense_first,stand_aside,exit_on_invalidation,87,70,0.4727,0.3139,suspicious,neutral,显著强于基准,64.27,0.0,False,False,False,False,True,other
002080.SZ,中材科技,2025-07-18,2025-07-21,3,100,25.74,28.41,267.0,0.1037,high_quality_continuation,buy_on_pullback,hold_above_support,100,64,0.7885,0.3084,valid,neutral,显著强于基准,114.85,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.8,0.2967,valid,expand,显著强于基准,113.0,0.0,False,True,True,True,False,other
300383.SZ,光环新网,2025-07-18,2025-07-21,3,200,15.67,15.32,-70.0,-0.0223,defense_first,stand_aside,exit_on_invalidation,100,67,0.6165,0.2424,invalid,contract,显著强于基准,94.65,0.0,defense_first,stand_aside,exit_on_invalidation,100,68,0.8885,0.2028,invalid,contract,略强于基准,120.85,0.0,True,False,False,False,True,other
002444.SZ,巨星科技,2025-07-15,2025-07-21,6,100,32.32,30.71,-161.0,-0.0498,defense_first,stand_aside,exit_on_invalidation,100,71,0.4977,0.3023,suspicious,neutral,显著强于基准,78.77,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,56,0.9322,0.2295,suspicious,neutral,与基准大体同步,137.22,0.2,True,False,False,True,False,other
600111.SH,北方稀土,2025-07-21,2025-07-23,2,100,35.01,34.95,-6.0,-0.0017,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.9475,0.1821,valid,expand,显著强于基准,132.75,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.6278,0.161,valid,neutral,显著强于基准,97.78,0.2,True,True,True,True,False,system_stayed_positive_but_loss
002080.SZ,中材科技,2025-07-22,2025-07-23,1,100,28.14,27.79,-35.0,-0.0124,high_quality_continuation,buy_on_pullback,hold_above_support,100,66,0.7996,0.2893,valid,expand,显著强于基准,113.96,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.7891,0.2856,valid,neutral,显著强于基准,111.91,0.0,True,True,True,True,False,system_stayed_positive_but_loss
600967.SH,内蒙一机,2025-07-22,2025-07-23,1,200,19.82,19.13,-138.0,-0.0348,defense_first,stand_aside,exit_on_invalidation,100,71,0.4491,0.3937,suspicious,expand,显著强于基准,73.91,0.0,defense_first,stand_aside,exit_on_invalidation,100,72,0.335,0.3912,invalid,neutral,显著强于基准,61.5,0.0,True,False,False,False,True,other
000425.SZ,徐工机械,2025-07-23,2025-07-24,1,400,8.73,8.76,12.0,0.0034,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,83,57,0.4991,0.1943,suspicious,expand,略强于基准,75.91,0.0,defense_first,stand_aside,exit_on_invalidation,84,67,0.5032,0.1946,invalid,neutral,略强于基准,67.32,0.0,False,True,False,False,True,other
000932.SZ,华菱钢铁,2025-07-23,2025-07-24,1,700,5.73,5.73,0.0,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,64,0.5494,0.2536,valid,expand,显著强于基准,90.94,0.0,defense_first,stand_aside,exit_on_invalidation,100,67,0.5487,0.2559,invalid,contract,显著强于基准,87.87,0.0,False,True,False,False,True,other
000877.SZ,天山股份,2025-07-23,2025-07-24,1,700,5.69,5.77,56.0,0.0141,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,65,0.5897,0.1536,suspicious,expand,显著强于基准,93.97,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,65,0.6028,0.1529,suspicious,expand,显著强于基准,95.28,0.0,False,True,False,True,False,other
600392.SH,盛和资源,2025-07-24,2025-07-25,1,200,20.93,21.93,200.0,0.0478,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.605,0.3181,suspicious,neutral,显著强于基准,91.5,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,68,0.6106,0.3185,suspicious,neutral,显著强于基准,93.06,0.0,False,True,False,True,False,other
600875.SH,东方电气,2025-07-24,2025-07-25,1,100,23.25,20.93,-232.0,-0.0998,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,64,0.5813,0.1754,suspicious,expand,显著强于基准,94.13,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5431,0.1836,suspicious,expand,显著强于基准,85.31,0.0,True,True,False,True,False,system_stayed_positive_but_loss
600010.SH,包钢股份,2025-07-25,2025-07-28,3,1700,2.48,2.5,34.0,0.0081,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.6239,0.167,valid,expand,显著强于基准,100.39,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.628,0.1672,valid,neutral,显著强于基准,100.8,0.2,False,True,True,True,False,other
600111.SH,北方稀土,2025-07-25,2025-07-28,3,100,38.18,39.94,176.0,0.0461,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.6451,0.1663,valid,neutral,显著强于基准,102.51,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.6507,0.1676,valid,neutral,显著强于基准,103.07,0.2,False,True,True,True,False,other
002466.SZ,天齐锂业,2025-07-28,2025-07-29,1,100,40.79,40.35,-44.0,-0.0108,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.6748,0.1789,suspicious,neutral,显著强于基准,106.48,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.6745,0.18,suspicious,contract,显著强于基准,106.45,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600549.SH,厦门钨业,2025-07-28,2025-07-30,2,100,25.14,24.0,-114.0,-0.0453,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,61,0.5139,0.2458,suspicious,neutral,显著强于基准,90.39,0.0,defense_first,stand_aside,exit_on_invalidation,85,66,0.3933,0.257,invalid,neutral,略强于基准,58.33,0.0,True,True,False,False,True,buy_looked_good_then_broke
601696.SH,中银证券,2025-07-30,2025-07-31,1,200,16.13,15.14,-198.0,-0.0614,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,68,0.6165,0.1819,suspicious,neutral,显著强于基准,93.65,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5902,0.1935,suspicious,neutral,显著强于基准,90.02,0.0,True,True,False,True,False,system_stayed_positive_but_loss
000776.SZ,广发证券,2025-07-25,2025-07-31,6,200,19.93,19.11,-164.0,-0.0411,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,60,0.5921,0.2467,suspicious,contract,显著强于基准,99.21,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.8252,0.2889,suspicious,expand,与基准大体同步,123.52,0.2,True,True,False,True,False,system_stayed_positive_but_loss
601138.SH,工业富联,2025-07-30,2025-08-01,2,100,33.12,32.84,36.0,-0.0085,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,64,0.5688,0.272,valid,neutral,显著强于基准,92.88,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,66,0.5437,0.2532,suspicious,neutral,显著强于基准,88.37,0.0,False,True,False,True,False,other
600111.SH,北方稀土,2025-07-29,2025-08-01,3,100,39.47,36.0,-347.0,-0.0879,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.6477,0.1806,suspicious,contract,显著强于基准,102.77,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.9089,0.2475,suspicious,neutral,与基准大体同步,129.89,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600010.SH,包钢股份,2025-07-31,2025-08-01,1,1500,2.68,2.53,-225.0,-0.056,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,66,0.6134,0.1725,valid,neutral,显著强于基准,95.34,0.0,defense_first,stand_aside,exit_on_invalidation,100,79,0.5885,0.1842,invalid,neutral,显著强于基准,79.85,0.0,True,True,False,False,True,buy_looked_good_then_broke
600183.SH,生益科技,2025-08-01,2025-08-04,3,100,40.76,40.93,17.0,0.0042,high_quality_continuation,buy_on_pullback,hold_above_support,100,55,0.9574,0.213,valid,neutral,显著强于基准,140.74,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,54,0.9434,0.2132,valid,neutral,略强于基准,140.34,0.2,False,True,True,True,False,other
002837.SZ,英维克,2025-08-01,2025-08-04,3,100,41.13,41.91,78.0,0.019,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,64,0.5535,0.1818,valid,expand,显著强于基准,91.35,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,63,0.5625,0.1824,valid,expand,显著强于基准,93.25,0.0,False,True,False,True,False,other
600588.SH,用友网络,2025-08-01,2025-08-04,3,200,15.81,15.99,36.0,0.0114,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.6009,0.1701,valid,expand,显著强于基准,102.09,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.6054,0.1616,valid,neutral,显著强于基准,102.54,0.0,False,True,False,True,False,other
002837.SZ,英维克,2025-08-05,2025-08-06,1,100,41.01,42.87,186.0,0.0454,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.5519,0.1838,valid,neutral,显著强于基准,93.19,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.5646,0.1864,valid,neutral,显著强于基准,94.46,0.0,False,True,False,True,False,other
600588.SH,用友网络,2025-08-05,2025-08-06,1,200,15.74,15.57,-34.0,-0.0108,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.5823,0.1739,suspicious,contract,显著强于基准,100.23,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.5803,0.1768,suspicious,contract,显著强于基准,100.03,0.0,True,True,False,True,False,system_stayed_positive_but_loss
601138.SH,工业富联,2025-08-06,2025-08-07,1,100,34.18,35.6,142.0,0.0415,high_quality_continuation,buy_on_pullback,hold_above_support,100,56,0.9178,0.2126,suspicious,contract,显著强于基准,135.78,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,55,0.9266,0.2238,valid,expand,略强于基准,137.66,0.2,False,True,True,True,False,other
600895.SH,张江高科,2025-08-08,2025-08-11,3,100,34.77,34.6,-17.0,-0.0049,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.9274,0.2115,suspicious,neutral,显著强于基准,131.74,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.9387,0.2117,valid,contract,显著强于基准,133.87,0.2,True,True,True,True,False,system_stayed_positive_but_loss
002414.SZ,高德红外,2025-08-08,2025-08-11,3,300,13.2,13.12,-24.0,-0.0061,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.6112,0.1533,valid,neutral,显著强于基准,103.12,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.6194,0.1531,suspicious,contract,显著强于基准,103.94,0.0,True,True,False,True,False,system_stayed_positive_but_loss
600021.SH,上海电力,2025-08-11,2025-08-12,1,400,10.5,10.91,164.0,0.039,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.5621,0.2709,suspicious,neutral,显著强于基准,94.21,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.6153,0.2447,valid,neutral,显著强于基准,99.53,0.0,False,True,False,True,False,other
002558.SZ,巨人网络,2025-08-06,2025-08-12,6,100,28.07,28.45,38.0,0.0135,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,97,65,0.2614,0.2979,suspicious,neutral,略强于基准,58.14,0.0,defense_first,stand_aside,exit_on_invalidation,87,71,0.329,0.3097,invalid,neutral,略强于基准,48.9,0.0,False,False,False,False,True,other
600143.SH,金发科技,2025-08-12,2025-08-13,1,200,14.76,15.19,86.0,0.0291,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.5746,0.1915,valid,expand,显著强于基准,95.46,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,61,0.5759,0.1939,valid,expand,显著强于基准,96.59,0.0,False,True,False,True,False,other
002008.SZ,大族激光,2025-08-12,2025-08-15,3,100,34.99,34.3,-69.0,-0.0197,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.5832,0.1812,valid,expand,显著强于基准,96.32,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,61,0.5794,0.1829,suspicious,contract,显著强于基准,96.94,0.0,True,True,False,True,False,system_stayed_positive_but_loss
603993.SH,洛阳钼业,2025-08-15,2025-08-19,4,300,11.12,10.83,-87.0,-0.0261,defense_first,stand_aside,exit_on_invalidation,100,61,0.5307,0.28,valid,expand,显著强于基准,92.07,0.0,defense_first,stand_aside,exit_on_invalidation,100,66,0.5005,0.2543,invalid,neutral,显著强于基准,84.05,0.0,True,False,False,False,True,other
600208.SH,衢州发展,2025-08-18,2025-08-19,1,700,5.31,5.52,147.0,0.0395,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.9848,0.2215,valid,expand,显著强于基准,136.48,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.9871,0.1995,valid,expand,显著强于基准,137.71,0.2,False,True,True,True,False,other
002939.SZ,长城证券,2025-08-19,2025-08-21,2,300,13.76,11.97,-537.0,-0.1301,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,64,0.6066,0.1499,valid,expand,显著强于基准,96.66,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5616,0.1642,suspicious,neutral,显著强于基准,87.16,0.0,True,True,False,True,False,system_stayed_positive_but_loss
002600.SZ,领益智造,2025-08-20,2025-08-22,2,300,13.06,12.24,-246.0,-0.0628,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.951,0.1787,valid,expand,显著强于基准,133.1,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.9299,0.1849,suspicious,contract,显著强于基准,127.99,0.2,True,True,True,True,False,system_stayed_positive_but_loss
002241.SZ,歌尔股份,2025-08-19,2025-08-25,6,100,28.24,30.88,264.0,0.0935,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,65,0.5658,0.2436,suspicious,neutral,显著强于基准,91.58,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,63,0.6304,0.2485,valid,neutral,显著强于基准,100.04,0.2,False,True,False,True,False,other
601633.SH,长城汽车,2025-08-22,2025-08-28,6,100,25.89,25.49,-40.0,-0.0154,high_quality_continuation,buy_on_pullback,hold_above_support,100,54,0.7334,0.187,valid,contract,略强于基准,119.34,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,56,0.7297,0.2277,suspicious,neutral,与基准大体同步,116.97,0.2,True,True,True,True,False,system_stayed_positive_but_loss
002050.SZ,三花智控,2025-08-22,2025-08-28,6,100,30.87,31.61,74.0,0.024,high_quality_continuation,buy_on_pullback,hold_above_support,100,53,0.8638,0.1903,valid,contract,略强于基准,133.38,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,53,0.8947,0.2174,valid,neutral,与基准大体同步,136.47,0.2,False,True,True,True,False,other
002241.SZ,歌尔股份,2025-08-27,2025-08-28,1,100,34.54,34.73,19.0,0.0055,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.6638,0.2479,valid,expand,显著强于基准,101.38,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.6734,0.2499,suspicious,neutral,显著强于基准,102.34,0.2,False,True,True,True,False,other
600160.SH,巨化股份,2025-08-27,2025-08-28,1,100,36.19,36.15,-4.0,-0.0011,high_quality_continuation,buy_on_pullback,hold_above_support,100,55,0.9819,0.1819,valid,neutral,显著强于基准,143.19,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,54,0.9847,0.1792,valid,neutral,显著强于基准,144.47,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600021.SH,上海电力,2025-08-28,2025-08-29,1,200,14.79,15.17,76.0,0.0257,high_quality_continuation,buy_on_pullback,hold_above_support,100,68,0.8924,0.2839,valid,expand,显著强于基准,121.24,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,66,0.9052,0.2846,valid,neutral,显著强于基准,124.52,0.0,False,True,True,True,False,other
002241.SZ,歌尔股份,2025-09-01,2025-09-02,1,100,35.42,33.16,-226.0,-0.0638,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.668,0.269,suspicious,neutral,显著强于基准,101.8,0.2,defense_first,stand_aside,exit_on_invalidation,99,73,0.6114,0.2826,invalid,neutral,与基准大体同步,87.14,0.0,True,True,True,False,True,buy_looked_good_then_broke
600160.SH,巨化股份,2025-09-01,2025-09-03,2,100,39.0,36.29,-271.0,-0.0695,high_quality_continuation,buy_on_pullback,hold_above_support,100,55,0.9887,0.1906,valid,neutral,显著强于基准,143.87,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.9336,0.207,suspicious,contract,略强于基准,135.36,0.2,True,True,True,True,False,system_stayed_positive_but_loss
603993.SH,洛阳钼业,2025-09-03,2025-09-04,1,300,13.57,12.51,-318.0,-0.0781,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.9649,0.2053,valid,neutral,显著强于基准,137.49,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,64,0.9203,0.1997,valid,expand,显著强于基准,128.03,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600021.SH,上海电力,2025-09-03,2025-09-04,1,200,18.93,18.81,-24.0,-0.0063,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.914,0.3042,valid,expand,显著强于基准,124.4,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,68,0.9083,0.313,valid,expand,显著强于基准,122.83,0.0,True,True,True,True,False,system_stayed_positive_but_loss
600673.SH,东阳光,2025-09-01,2025-09-05,4,100,24.39,24.94,55.0,0.0226,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,74,0.5946,0.3493,suspicious,expand,显著强于基准,85.46,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,80,0.5693,0.3556,suspicious,expand,显著强于基准,76.93,0.0,False,True,False,True,False,other
002558.SZ,巨人网络,2025-09-04,2025-09-05,1,100,35.14,38.17,303.0,0.0862,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.7719,0.3036,valid,neutral,显著强于基准,112.19,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,68,0.7946,0.2933,suspicious,neutral,显著强于基准,111.46,0.0,False,True,True,True,False,other
000564.SZ,供销大集,2025-09-05,2025-09-08,3,1500,2.69,2.63,-90.0,-0.0223,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5691,0.2639,valid,neutral,显著强于基准,87.91,0.0,defense_first,stand_aside,exit_on_invalidation,100,74,0.5509,0.2691,invalid,contract,略强于基准,81.09,0.0,True,True,False,False,True,buy_looked_good_then_broke
600143.SH,金发科技,2025-09-09,2025-09-10,1,200,18.34,17.54,-160.0,-0.0436,defense_first,stand_aside,exit_on_invalidation,100,66,0.4537,0.2485,suspicious,neutral,显著强于基准,79.37,0.0,defense_first,stand_aside,exit_on_invalidation,91,70,0.3326,0.2631,invalid,contract,显著强于基准,54.26,0.0,True,False,False,False,True,other
002709.SZ,天赐材料,2025-09-09,2025-09-10,1,100,28.98,27.75,-123.0,-0.0424,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,72,0.5625,0.3066,suspicious,expand,显著强于基准,84.25,0.0,defense_first,stand_aside,exit_on_invalidation,100,73,0.5514,0.3091,invalid,neutral,显著强于基准,82.14,0.0,True,True,False,False,True,buy_looked_good_then_broke
002459.SZ,晶澳科技,2025-09-05,2025-09-10,5,200,14.06,13.23,-132.0,-0.059,high_quality_continuation,buy_on_pullback,hold_above_support,100,63,0.7347,0.2511,valid,expand,显著强于基准,110.47,0.2,defense_first,stand_aside,exit_on_invalidation,100,70,0.6505,0.1701,invalid,contract,显著强于基准,95.05,0.0,True,True,True,False,True,buy_looked_good_then_broke
002459.SZ,晶澳科技,2025-09-09,2025-09-10,1,100,13.55,13.23,-66.0,-0.0236,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.6801,0.1617,suspicious,contract,显著强于基准,108.01,0.2,defense_first,stand_aside,exit_on_invalidation,100,70,0.6505,0.1701,invalid,contract,显著强于基准,95.05,0.0,True,True,True,False,True,buy_looked_good_then_broke
603659.SH,璞泰来,2025-09-10,2025-09-11,1,100,26.46,26.58,12.0,0.0045,high_quality_continuation,buy_on_pullback,hold_above_support,100,70,0.6313,0.2564,suspicious,neutral,显著强于基准,93.13,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,69,0.6396,0.2576,suspicious,contract,显著强于基准,94.96,0.0,False,True,True,True,False,other
002555.SZ,三七互娱,2025-09-10,2025-09-11,1,100,22.31,22.16,-15.0,-0.0067,high_quality_continuation,buy_on_pullback,hold_above_support,100,57,0.954,0.1927,valid,neutral,显著强于基准,138.4,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,57,0.9567,0.196,valid,neutral,显著强于基准,138.67,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600021.SH,上海电力,2025-09-08,2025-09-11,3,100,21.99,21.95,-4.0,-0.0018,high_quality_continuation,buy_on_pullback,hold_above_support,100,70,0.918,0.3017,valid,expand,显著强于基准,121.8,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,73,0.8955,0.3189,valid,expand,显著强于基准,116.55,0.0,True,True,True,True,False,system_stayed_positive_but_loss
600489.SH,中金黄金,2025-09-11,2025-09-12,1,200,19.0,19.3,60.0,0.0158,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.9467,0.215,valid,contract,显著强于基准,135.67,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.9548,0.2167,valid,neutral,显著强于基准,137.48,0.2,False,True,True,True,False,other
601872.SH,招商轮船,2025-09-16,2025-09-17,1,400,8.79,8.89,40.0,0.0114,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.6279,0.1715,suspicious,neutral,显著强于基准,102.79,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.6348,0.1839,suspicious,contract,显著强于基准,103.48,0.2,False,True,True,True,False,other
600795.SH,国电电力,2025-09-11,2025-09-19,8,700,5.19,5.04,-105.0,-0.0289,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,71,63,0.3592,0.3729,suspicious,neutral,略强于基准,43.92,0.0,defense_first,stand_aside,exit_on_invalidation,87,60,0.7639,0.3256,invalid,contract,与基准大体同步,103.39,0.0,True,False,False,False,True,other
600699.SH,均胜电子,2025-09-19,2025-09-22,3,100,37.07,36.65,-42.0,-0.0113,high_quality_continuation,buy_on_pullback,hold_above_support,100,66,0.7418,0.2044,valid,expand,显著强于基准,108.18,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,66,0.7443,0.2024,valid,expand,显著强于基准,108.43,0.0,True,True,True,True,False,system_stayed_positive_but_loss
002202.SZ,金风科技,2025-09-22,2025-09-23,1,200,13.55,13.15,-80.0,-0.0295,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,62,0.5797,0.2922,suspicious,contract,显著强于基准,95.97,0.0,defense_first,stand_aside,exit_on_invalidation,100,67,0.5476,0.2918,invalid,contract,显著强于基准,87.76,0.0,True,True,False,False,True,buy_looked_good_then_broke
603298.SH,杭叉集团,2025-09-22,2025-09-24,2,100,28.8,29.56,76.0,0.0264,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,61,0.5741,0.2087,suspicious,contract,显著强于基准,96.41,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.8513,0.2841,valid,neutral,略强于基准,120.13,0.2,False,True,False,True,False,other
601717.SH,中创智领,2025-09-25,2025-09-26,1,100,25.85,24.88,-97.0,-0.0375,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,63,0.6045,0.1811,suspicious,expand,显著强于基准,97.45,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,98,64,0.4825,0.1839,suspicious,neutral,略强于基准,82.25,0.0,True,True,False,False,False,other
300207.SZ,欣旺达,2025-09-26,2025-09-29,3,100,34.06,34.46,40.0,0.0117,high_quality_continuation,buy_on_pullback,hold_above_support,100,54,0.9485,0.2343,valid,neutral,显著强于基准,140.85,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,54,0.9504,0.2294,valid,neutral,显著强于基准,141.04,0.2,False,True,True,True,False,other
601598.SH,中国外运,2025-09-22,2025-09-29,7,500,7.1,6.51,-295.0,-0.0831,high_quality_continuation,buy_on_pullback,hold_above_support,100,53,0.7248,0.1793,valid,neutral,显著强于基准,119.48,0.2,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,80,65,0.5901,0.208,suspicious,neutral,与基准大体同步,74.01,0.0,True,True,True,True,False,system_stayed_positive_but_loss
002202.SZ,金风科技,2025-10-10,2025-10-13,3,200,15.86,16.98,224.0,0.0706,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,59,0.6045,0.2117,valid,neutral,显著强于基准,101.45,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,61,0.6053,0.2132,valid,neutral,显著强于基准,99.53,0.0,False,True,False,True,False,other
