排名,股票代码,股票名称,行业,市场板块,收盘价,结论标签,动作标签,趋势阶段,执行分,仓位,机会类型,入场分区,入场概率,次日承接,快速失败,Early分,Mid分,Late分,市场分,板块分,基本面分,结构分,10日延续概率,突破成功率,10日预期收益,风险分,模型风险
37,600754.SH,锦江酒店,酒店餐饮,主板,29.20,defense_first,stand_aside,mid,27.42,0%,trend_follow,ready,81.00%,78.26%,10.21%,47.2,66.4,27.3,39.8,53.8,60.5,85,48.36%,62.33%,3.62%,68,0.61
38,603222.SH,济民健康,医疗保健,主板,9.23,confirmation_needed,watch,early,27.37,10%,observe,candidate,68.90%,79.59%,9.21%,78.7,67.5,23.9,39.8,56.8,58.5,78,57.41%,57.32%,4.14%,60,0.57
39,000963.SZ,华东医药,化学制药,主板,36.34,momentum_but_heavy_overhead,stand_aside,early,27.26,0%,observe,ready,77.70%,75.17%,9.89%,61.5,57.5,23.0,39.8,72.0,62.0,71,34.60%,59.27%,2.24%,69,0.63
40,000550.SZ,江铃汽车,汽车整车,主板,18.65,confirmation_needed,watch,transition,27.03,10%,observe,ready,86.00%,78.39%,8.76%,49.4,47.1,21.5,39.8,52.8,62.0,96,60.62%,69.98%,4.98%,61,0.64
41,600664.SH,哈药股份,化学制药,主板,3.59,confirmation_needed,stand_aside,mid,27.02,0%,observe,ready,86.00%,65.54%,13.62%,49.9,79.4,19.0,39.8,72.0,62.0,82,57.99%,73.49%,4.44%,69,0.69
42,688247.SH,宣泰医药,化学制药,科创板,9.86,confirmation_needed,watch,mid,27.01,10%,observe,candidate,68.70%,78.97%,8.21%,60.7,69.3,29.0,39.8,72.0,57.6,71,60.91%,63.47%,4.71%,62,0.55
43,600104.SH,上汽集团,汽车整车,主板,14.82,defense_first,watch,early,26.94,10%,observe,ready,86.00%,67.28%,15.13%,62.5,57.6,21.3,39.8,52.8,58.9,78,51.58%,55.26%,3.08%,58,0.61
44,688612.SH,威迈斯,汽车配件,科创板,30.62,confirmation_needed,stand_aside,early,26.83,0%,trend_follow,ready,86.00%,75.05%,10.68%,59.8,40.6,24.6,39.8,45.6,59.2,89,54.54%,62.10%,3.97%,70,0.63
45,300142.SZ,沃森生物,生物制药,创业板,12.80,confirmation_needed,stand_aside,mid,26.74,0%,observe,ready,86.00%,68.07%,17.68%,75.9,77.6,23.9,39.8,72.0,58.0,90,57.08%,55.57%,3.57%,64,0.69
46,601007.SH,金陵饭店,酒店餐饮,主板,8.54,confirmation_needed,stand_aside,mid,26.68,0%,observe,ready,80.80%,75.50%,9.51%,57.8,70.0,25.3,39.8,53.8,58.7,100,59.42%,79.19%,5.23%,71,0.58
47,301132.SZ,满坤科技,元器件,创业板,40.40,confirmation_needed,stand_aside,mid,26.67,0%,observe,ready,86.00%,68.86%,16.31%,31.6,77.3,18.1,39.8,46.1,55.8,90,57.98%,56.84%,3.73%,65,0.76
48,300026.SZ,红日药业,中成药,创业板,3.64,confirmation_needed,watch,mid,26.63,10%,observe,candidate,68.80%,78.30%,8.76%,60.4,85.7,30.8,39.8,57.4,58.9,75,63.47%,68.81%,5.15%,61,0.55
49,300966.SZ,共同药业,化学制药,创业板,21.59,confirmation_needed,stand_aside,mid,26.50,0%,observe,ready,86.00%,66.81%,18.97%,62.2,81.1,20.5,39.8,72.0,59.2,98,58.36%,56.37%,3.66%,68,0.70
50,603707.SH,健友股份,生物制药,主板,9.96,confirmation_needed,watch,mid,26.50,10%,observe,candidate,68.90%,68.43%,13.88%,86.0,90.0,28.4,39.8,72.0,61.2,68,51.25%,54.04%,3.04%,63,0.60
51,688105.SH,诺唯赞,生物制药,科创板,20.47,confirmation_needed,watch,mid,26.17,10%,observe,candidate,67.50%,76.29%,8.20%,60.8,87.4,31.1,39.8,72.0,59.6,68,56.57%,63.72%,4.26%,69,0.60
52,300272.SZ,开能健康,家用电器,创业板,8.31,confirmation_needed,stand_aside,mid,26.12,0%,observe,ready,85.20%,70.19%,15.31%,35.6,78.5,20.0,39.8,48.6,55.9,98,55.34%,56.80%,3.57%,66,0.74
53,000513.SZ,丽珠集团,化学制药,主板,34.90,confirmation_needed,watch,mid,26.11,10%,observe,candidate,68.60%,68.50%,14.62%,60.8,69.7,24.8,39.8,72.0,62.0,71,63.46%,62.05%,4.42%,61,0.70
54,600713.SH,南京医药,医药商业,主板,5.41,confirmation_needed,watch,mid,26.10,10%,observe,candidate,67.60%,78.68%,8.39%,59.8,64.8,27.8,39.8,57.3,62.0,72,63.83%,63.41%,4.92%,61,0.55
55,600535.SH,天士力,中成药,主板,14.51,confirmation_needed,watch,early,26.06,10%,observe,candidate,69.10%,68.71%,15.59%,78.0,55.8,16.0,39.8,57.4,62.0,93,63.47%,57.21%,4.19%,62,0.60
56,002293.SZ,罗莱生活,纺织,主板,10.23,confirmation_needed,watch,mid,25.99,10%,observe,ready,86.00%,66.31%,18.35%,43.2,73.3,18.3,39.8,42.0,62.0,70,59.95%,70.57%,4.48%,62,0.62
57,002007.SZ,华兰生物,生物制药,主板,14.97,defense_first,watch,transition,25.86,10%,observe,candidate,66.30%,68.75%,13.01%,30.8,68.3,27.8,39.8,72.0,55.5,44,64.86%,64.28%,4.65%,57,0.56
58,000739.SZ,普洛药业,化学制药,主板,18.41,confirmation_needed,watch,mid,25.82,10%,observe,candidate,67.70%,67.22%,17.74%,83.2,91.8,24.1,39.8,72.0,60.9,94,64.57%,65.17%,4.61%,62,0.61
59,600062.SH,华润双鹤,化学制药,主板,18.79,confirmation_needed,watch,mid,25.76,10%,observe,ready,81.00%,68.00%,15.78%,58.9,74.0,25.7,39.8,72.0,62.0,69,54.00%,59.52%,3.52%,61,0.60
60,688029.SH,南微医学,医疗保健,科创板,74.69,confirmation_needed,stand_aside,mid,25.73,0%,observe,ready,86.00%,67.81%,16.27%,52.0,56.4,21.9,39.8,56.8,60.0,76,59.83%,56.92%,3.84%,65,0.73
61,300668.SZ,杰恩设计,装修装饰,创业板,39.33,confirmation_needed,stand_aside,mid,25.72,0%,observe,candidate,67.10%,70.26%,17.69%,53.9,90.0,23.7,39.8,59.0,56.7,100,92.51%,73.76%,7.40%,73,0.64
62,688315.SH,诺禾致源,医疗保健,科创板,14.45,confirmation_needed,watch,mid,25.70,10%,observe,candidate,68.70%,69.29%,13.61%,60.5,88.5,26.3,39.8,56.8,60.5,63,64.50%,73.94%,5.13%,66,0.46
63,300559.SZ,佳发教育,软件服务,创业板,13.60,confirmation_needed,stand_aside,mid,25.38,0%,observe,ready,86.00%,68.77%,20.39%,33.5,89.7,39.3,39.8,39.9,54.3,100,89.91%,76.25%,7.26%,66,0.61
64,000153.SZ,丰原药业,化学制药,主板,6.71,confirmation_needed,watch,mid,25.29,10%,observe,candidate,68.20%,74.95%,10.05%,57.9,90.4,27.1,39.8,72.0,62.0,70,55.91%,68.70%,4.41%,69,0.60
65,003023.SZ,彩虹集团,家用电器,主板,24.40,confirmation_needed,stand_aside,mid,25.29,0%,observe,ready,86.00%,67.30%,18.41%,30.6,75.4,21.0,39.8,48.6,60.3,94,59.45%,67.62%,4.33%,69,0.69
66,002275.SZ,桂林三金,中成药,主板,14.66,defense_first,stand_aside,mid,25.28,0%,reject,ready,71.40%,49.70%,32.39%,70.8,86.3,27.7,39.8,57.4,61.2,85,68.22%,77.80%,4.84%,48,0.49
67,688222.SH,成都先导,化学制药,科创板,27.85,confirmation_needed,watch,mid,25.26,10%,observe,candidate,66.70%,79.02%,9.24%,55.5,83.1,38.2,39.8,72.0,54.3,84,65.41%,79.83%,5.89%,71,0.44
68,300671.SZ,富满微,半导体,创业板,40.21,confirmation_needed,stand_aside,mid,25.24,0%,first_buy,candidate,68.30%,69.72%,17.02%,50.6,83.6,26.8,39.8,46.0,55.9,61,64.28%,44.63%,3.66%,69,0.78
69,002638.SZ,勤上股份,家用电器,主板,4.34,confirmation_needed,stand_aside,mid,25.21,0%,observe,ready,81.00%,64.90%,21.75%,27.2,92.4,36.3,39.8,48.6,57.6,100,84.14%,81.17%,6.89%,61,0.56
70,600726.SH,华电能源,火力发电,主板,5.91,confirmation_needed,stand_aside,mid,25.13,0%,observe,ready,80.20%,66.27%,20.91%,52.0,81.7,19.7,39.8,41.8,53.0,100,88.63%,84.12%,7.45%,70,0.66
71,300685.SZ,艾德生物,医疗保健,创业板,23.19,confirmation_needed,stand_aside,mid,25.11,0%,observe,ready,76.00%,77.46%,10.82%,22.0,100.0,58.7,39.8,56.8,58.5,100,63.08%,57.49%,4.52%,63,0.71
72,688307.SH,中润光学,元器件,科创板,76.60,confirmation_needed,stand_aside,mid,25.09,0%,observe,ready,86.00%,69.01%,17.71%,32.9,70.2,29.6,39.8,46.1,54.3,100,86.71%,76.34%,7.01%,73,0.72
73,603348.SH,文灿股份,汽车配件,主板,20.12,confirmation_needed,watch,mid,25.04,10%,observe,candidate,68.60%,68.41%,14.31%,58.2,89.7,23.9,39.8,45.6,60.5,63,50.66%,50.52%,2.82%,59,0.59
74,301089.SZ,拓新药业,化学制药,创业板,28.80,confirmation_needed,stand_aside,mid,25.00,0%,observe,candidate,67.80%,67.46%,16.79%,60.4,93.5,25.0,39.8,72.0,59.6,77,62.40%,59.82%,4.18%,66,0.66
75,000650.SZ,仁和药业,中成药,主板,5.86,confirmation_needed,watch,mid,24.99,10%,observe,candidate,67.80%,67.41%,15.06%,55.9,85.9,24.0,39.8,57.4,62.0,65,63.49%,61.58%,4.35%,60,0.58
76,688505.SH,复旦张江,化学制药,科创板,8.26,confirmation_needed,watch,mid,24.83,10%,observe,candidate,69.00%,77.45%,9.26%,60.4,66.5,28.8,39.8,72.0,57.6,62,61.34%,76.88%,5.35%,73,0.43
77,688319.SH,欧林生物,生物制药,科创板,30.38,confirmation_needed,stand_aside,mid,24.80,0%,observe,ready,81.00%,64.29%,20.68%,38.3,77.2,21.9,39.8,72.0,54.9,100,68.69%,74.77%,5.31%,70,0.73
78,002030.SZ,达安基因,医疗保健,主板,6.11,confirmation_needed,watch,mid,24.75,10%,observe,candidate,68.70%,67.33%,13.62%,57.8,85.4,23.9,39.8,56.8,58.9,50,61.75%,70.93%,4.68%,71,0.46
79,301306.SZ,西测测试,航空,创业板,162.20,confirmation_needed,stand_aside,mid,24.74,0%,observe,ready,85.30%,66.92%,22.55%,32.8,84.1,20.5,39.8,39.6,53.0,100,91.42%,70.70%,7.03%,75,0.76
80,300580.SZ,贝斯特,汽车配件,创业板,23.08,confirmation_needed,watch,transition,24.68,10%,observe,candidate,68.00%,78.05%,10.28%,52.9,53.4,16.2,39.8,45.6,58.5,85,54.78%,64.36%,4.22%,60,0.56
81,301345.SZ,涛涛车业,摩托车,创业板,231.90,defense_first,stand_aside,late,24.66,0%,reject,candidate,66.00%,80.38%,7.81%,22.8,61.5,66.0,39.8,63.0,54.6,100,75.19%,76.47%,6.55%,68,0.55
82,600351.SH,亚宝药业,中成药,主板,6.77,confirmation_needed,watch,mid,24.62,10%,observe,ready,71.00%,77.73%,10.47%,45.2,66.6,30.0,39.8,57.4,62.0,81,58.22%,73.26%,4.93%,61,0.54
83,688197.SH,首药控股-U,化学制药,科创板,41.59,confirmation_needed,stand_aside,mid,24.54,0%,observe,ready,86.00%,68.85%,18.35%,57.2,77.0,25.5,39.8,72.0,54.4,100,60.12%,69.50%,4.54%,74,0.66
84,600851.SH,海欣股份,化学制药,主板,8.62,confirmation_needed,stand_aside,mid,24.51,0%,observe,ready,81.00%,65.26%,15.27%,49.1,81.0,21.3,39.8,72.0,57.2,100,55.87%,54.50%,3.30%,78,0.77
85,300908.SZ,仲景食品,食品,创业板,28.01,confirmation_needed,watch,mid,24.48,10%,observe,candidate,68.10%,74.65%,11.12%,60.8,65.6,25.8,39.8,51.4,62.0,65,55.10%,65.05%,4.15%,67,0.59
86,600600.SH,青岛啤酒,啤酒,主板,63.30,momentum_but_heavy_overhead,watch,mid,24.47,10%,observe,ready,74.00%,65.98%,12.79%,60.5,70.5,18.8,39.8,54.4,62.0,61,35.88%,59.95%,2.01%,64,0.70
87,688575.SH,亚辉龙,医疗保健,科创板,14.97,confirmation_needed,stand_aside,mid,24.45,0%,first_buy,candidate,66.50%,63.53%,17.36%,44.0,90.7,29.9,39.8,56.8,60.0,86,55.38%,45.21%,2.73%,65,0.66
88,600223.SH,福瑞达,日用化工,主板,7.04,confirmation_needed,watch,mid,24.44,10%,observe,candidate,67.50%,68.25%,14.32%,51.7,65.6,25.0,39.8,49.4,62.0,67,63.53%,64.01%,4.51%,60,0.57
89,601886.SH,江河集团,装修装饰,主板,8.99,confirmation_needed,stand_aside,mid,24.42,0%,observe,ready,81.30%,65.88%,20.33%,58.0,82.6,34.9,39.8,59.0,62.0,79,62.01%,68.17%,4.50%,65,0.65
90,002020.SZ,京新药业,化学制药,主板,16.92,confirmation_needed,stand_aside,transition,24.40,0%,observe,ready,81.00%,78.20%,9.76%,45.5,48.5,29.4,39.8,72.0,62.0,100,59.34%,68.25%,4.79%,69,0.63
91,301207.SZ,华兰疫苗,生物制药,创业板,20.08,defense_first,stand_aside,mid,24.40,0%,observe,candidate,68.60%,75.80%,9.94%,52.5,73.4,25.3,39.8,72.0,55.5,77,49.39%,66.25%,3.80%,69,0.59
92,600572.SH,康恩贝,中成药,主板,4.46,confirmation_needed,watch,mid,24.35,10%,observe,candidate,67.80%,66.75%,15.95%,59.6,63.6,26.5,39.8,57.4,62.0,74,61.75%,65.48%,4.38%,60,0.58
93,688312.SH,燕麦科技,专用机械,科创板,51.49,confirmation_needed,stand_aside,transition,24.34,0%,first_buy,ready,77.00%,68.86%,16.89%,38.6,52.3,19.1,39.8,43.3,48.5,67,60.30%,51.35%,3.65%,78,0.72
94,300981.SZ,中红医疗,医疗保健,创业板,13.92,confirmation_needed,stand_aside,mid,24.33,0%,observe,ready,86.00%,66.89%,23.13%,42.1,55.3,30.3,39.8,56.8,58.7,97,58.49%,56.09%,3.66%,71,0.83
95,301520.SZ,万邦医药,生物制药,创业板,44.65,confirmation_needed,watch,mid,24.28,10%,observe,candidate,66.70%,78.52%,9.34%,53.4,74.2,44.1,39.8,72.0,55.0,96,64.95%,80.83%,5.88%,68,0.42
96,002345.SZ,潮宏基,服饰,主板,10.72,confirmation_needed,stand_aside,transition,24.23,0%,observe,ready,82.00%,67.95%,16.26%,22.8,56.2,16.1,39.8,48.6,56.3,58,55.51%,52.54%,3.29%,67,0.75
97,000951.SZ,中国重汽,汽车整车,主板,23.89,confirmation_needed,stand_aside,mid,24.20,0%,observe,ready,76.00%,73.46%,9.04%,22.6,92.1,63.0,39.8,52.8,62.0,100,55.19%,61.82%,3.94%,75,0.65
98,301070.SZ,开勒股份,机械基件,创业板,66.98,confirmation_needed,stand_aside,mid,24.19,0%,observe,ready,81.40%,68.76%,15.53%,46.3,89.8,29.8,39.8,43.6,55.9,89,69.24%,58.26%,4.70%,65,0.63
99,002399.SZ,海普瑞,化学制药,主板,11.55,confirmation_needed,watch,mid,24.18,10%,observe,candidate,68.80%,66.88%,15.86%,58.7,66.8,27.8,39.8,72.0,60.5,70,62.60%,69.12%,4.64%,61,0.58
100,002832.SZ,比音勒芬,服饰,主板,17.13,defense_first,stand_aside,mid,24.14,0%,first_buy,ready,76.00%,65.28%,16.22%,40.2,74.5,27.0,39.8,48.6,62.0,87,73.30%,48.36%,4.39%,64,0.69
101,300558.SZ,贝达药业,化学制药,创业板,45.87,confirmation_needed,watch,transition,24.13,10%,observe,ready,71.00%,79.66%,8.82%,45.4,51.4,30.2,39.8,72.0,58.5,100,67.15%,74.42%,5.78%,66,0.59
102,000705.SZ,浙江震元,医药商业,主板,9.07,confirmation_needed,stand_aside,mid,24.10,0%,observe,ready,81.40%,67.04%,16.88%,56.0,61.4,35.4,39.8,57.3,58.9,60,63.59%,79.80%,5.26%,68,0.47
103,600054.SH,黄山旅游,旅游景点,主板,13.48,confirmation_needed,stand_aside,mid,24.10,0%,first_buy,candidate,66.40%,64.05%,17.21%,46.2,91.0,28.5,39.8,52.9,59.6,75,52.95%,48.40%,2.72%,70,0.67
104,300016.SZ,北陆药业,化学制药,创业板,10.46,defense_first,stand_aside,mid,24.10,0%,reject,candidate,64.70%,67.44%,18.35%,85.8,94.4,24.6,39.8,72.0,56.3,86,48.38%,50.67%,2.60%,72,0.70
105,300049.SZ,福瑞医科,医疗保健,创业板,59.85,defense_first,stand_aside,mid,24.02,0%,first_buy,candidate,66.60%,73.03%,14.69%,59.0,62.8,33.6,39.8,56.8,55.6,63,57.95%,75.16%,4.82%,73,0.50
106,002550.SZ,千红制药,生物制药,主板,7.92,confirmation_needed,watch,early,24.01,10%,observe,ready,71.00%,78.31%,8.89%,60.8,47.7,34.1,39.8,72.0,60.0,99,60.56%,75.23%,5.24%,65,0.54
107,605222.SH,起帆电缆,电气设备,主板,23.48,confirmation_needed,stand_aside,mid,23.98,0%,observe,ready,85.30%,66.71%,19.69%,71.2,74.5,17.0,39.8,43.2,57.1,100,57.64%,66.45%,4.10%,71,0.81
108,600315.SH,上海家化,日用化工,主板,22.07,defense_first,stand_aside,mid,23.92,0%,first_buy,ready,81.30%,63.98%,19.55%,59.9,60.8,32.0,39.8,49.4,60.5,67,43.80%,53.22%,2.22%,68,0.67
109,000919.SZ,金陵药业,化学制药,主板,7.33,confirmation_needed,stand_aside,mid,23.80,0%,observe,candidate,67.40%,67.44%,15.01%,56.6,65.2,24.9,39.8,72.0,58.9,68,62.65%,55.41%,3.98%,65,0.69
110,600521.SH,华海药业,化学制药,主板,16.59,confirmation_needed,watch,early,23.79,10%,observe,ready,71.00%,77.43%,11.54%,56.2,52.4,30.5,39.8,72.0,62.0,100,56.97%,70.52%,4.68%,64,0.55
111,603367.SH,辰欣药业,化学制药,主板,17.67,confirmation_needed,watch,transition,23.72,10%,observe,ready,80.90%,75.91%,8.16%,44.3,45.0,29.9,39.8,72.0,60.3,89,52.32%,71.67%,4.31%,69,0.57
112,002901.SZ,大博医疗,医疗保健,主板,45.00,confirmation_needed,watch,transition,23.71,10%,observe,candidate,68.70%,67.30%,15.40%,27.8,66.9,24.0,39.8,56.8,52.7,46,63.09%,58.32%,4.16%,60,0.59
113,002019.SZ,亿帆医药,化学制药,主板,13.39,momentum_but_heavy_overhead,stand_aside,mid,23.71,0%,observe,candidate,60.50%,68.31%,15.58%,55.0,92.3,25.9,39.8,72.0,60.5,68,46.02%,55.58%,2.69%,70,0.73
114,603207.SH,小方制药,化学制药,主板,28.30,confirmation_needed,watch,mid,23.69,10%,observe,candidate,63.70%,66.48%,15.76%,47.1,70.9,25.0,39.8,72.0,58.0,67,62.48%,56.92%,4.00%,63,0.67
115,002390.SZ,信邦制药,医药商业,主板,3.35,confirmation_needed,watch,mid,23.63,10%,observe,candidate,68.00%,66.89%,15.77%,57.8,86.4,25.7,39.8,57.3,58.9,72,59.07%,57.81%,3.79%,62,0.59
116,688585.SH,上纬新材,化工原料,科创板,123.90,confirmation_needed,stand_aside,mid,23.60,0%,first_buy,ready,85.50%,68.89%,19.70%,40.5,77.2,53.9,39.8,47.2,53.1,75,64.17%,47.93%,3.79%,79,0.79
